kind,hidden,trial,generation,prince,king,crowned,p10,median,p90,fell,mother,starved,nobles,read,fitness,rivals_crowned
journal,32,3,500,39.8,31.4,29.2,20,23,31,58.6,37.8,1087,+11.4,5.1,476.8,8.8
journal,32,3,525,36.6,34.4,32.2,20,24,32,59.0,37.0,960,+11.2,5.4,505.5,9.2
journal,32,3,550,44.0,39.0,35.0,18,22,29,55.8,36.2,1013,+12.9,6.3,563.4,8.3
journal,32,3,575,46.4,40.0,34.8,19,22,30,55.6,32.6,1026,+9.5,11.8,559.3,9.5
journal,32,3,599,41.4,34.2,29.6,20,24,34,60.0,38.4,981,+13.0,9.1,492.0,9.0
journal,32,4,25,0.6,0.0,0.0,0,0,0,96.8,57.2,662,-3.5,30.7,22.0,14.0
journal,32,4,50,10.2,9.0,7.8,32,53,83,77.8,19.0,429,+1.1,26.6,153.5,13.4
journal,32,4,75,17.2,14.4,11.6,28,40,65,76.0,48.2,1004,+11.8,21.9,201.3,11.2
journal,32,4,100,26.0,24.8,24.6,28,40,54,61.4,30.0,863,+12.1,10.1,366.3,10.5
journal,32,4,125,27.2,22.2,21.6,29,44,59,64.2,26.4,1050,+22.9,13.1,335.8,10.8
journal,32,4,150,28.0,23.6,22.8,30,44,59,63.2,24.0,816,+9.4,5.9,346.5,10.5
journal,32,4,175,26.0,20.8,18.8,33,45,56,66.2,24.2,887,+10.1,8.2,305.4,11.0
journal,32,4,200,32.0,28.8,27.2,31,46,60,60.4,34.4,1089,+15.1,10.6,393.7,9.8
journal,32,4,225,28.0,20.8,16.2,28,38,51,70.0,34.8,1445,+4.0,12.6,274.2,10.1
journal,32,4,250,18.2,14.4,12.8,30,51,68,68.6,23.2,894,+11.3,11.2,229.1,11.9
journal,32,4,275,27.6,23.2,20.0,35,46,61,63.2,27.0,1123,+8.5,5.8,313.7,10.9
journal,32,4,300,29.4,27.8,27.0,40,52,71,54.4,20.4,800,+17.2,9.2,381.5,10.9
journal,32,4,325,29.0,24.8,22.8,31,53,73,58.0,27.6,1066,+9.0,6.7,329.1,10.8
journal,32,4,350,27.2,25.0,20.8,34,58,72,63.8,31.4,1433,+8.7,10.9,294.1,10.0
journal,32,4,375,31.6,24.2,23.6,33,49,64,61.4,25.6,1094,+16.9,8.5,350.0,10.4
journal,32,4,400,26.6,25.2,23.6,34,54,73,62.0,28.4,1041,+9.2,13.3,332.9,10.1
journal,32,4,425,21.6,19.4,18.2,34,52,71,67.8,27.8,964,+11.5,11.0,275.7,10.8
journal,32,4,450,28.8,26.6,25.8,36,51,66,59.4,30.8,1232,+24.2,9.5,357.8,10.2
journal,32,4,475,27.4,24.4,23.8,28,48,65,58.6,25.2,981,+16.0,5.7,353.2,11.2
journal,32,4,500,28.2,24.6,23.6,34,52,74,59.2,17.6,886,+14.6,5.3,344.8,10.8
journal,32,4,525,25.0,24.2,24.2,42,55,69,62.2,26.2,906,+19.9,4.0,326.8,10.1
journal,32,4,550,28.8,28.0,27.8,39,51,64,58.2,29.2,1049,+21.2,4.9,384.4,9.5
journal,32,4,575,27.2,25.0,24.2,41,51,64,60.4,26.4,979,+24.5,5.6,357.1,10.7
journal,32,4,599,24.0,23.2,22.2,42,50,68,64.6,35.2,1035,+14.9,7.8,314.5,10.4
journal,32,5,25,0.2,0.0,0.0,0,0,0,93.0,25.2,613,-1.3,50.1,35.7,14.7
journal,32,5,50,4.4,3.8,3.0,43,53,90,83.6,28.6,498,+2.1,47.9,94.2,14.0
journal,32,5,75,10.4,7.8,5.6,29,35,54,84.8,27.6,829,+1.4,34.5,123.5,13.9
journal,32,5,100,16.4,13.2,12.2,36,44,57,74.0,32.4,1555,+8.2,34.8,180.0,12.1
journal,32,5,125,14.4,13.8,13.6,32,49,60,75.2,40.6,860,+12.1,32.9,220.0,11.8
journal,32,5,150,17.6,15.6,14.2,31,43,52,66.8,31.6,1102,+11.8,17.4,243.1,11.6
journal,32,5,175,20.4,17.2,15.0,36,48,61,70.4,34.8,1205,+8.2,21.0,241.3,11.0
journal,32,5,200,27.2,25.8,23.2,33,48,62,61.4,20.8,828,+14.9,26.2,350.2,10.6
journal,32,5,225,23.4,20.0,19.4,33,46,68,69.6,38.0,911,+18.6,19.7,303.6,10.8
journal,32,5,250,24.2,21.2,18.8,46,57,76,67.0,20.4,994,+9.9,16.8,273.5,11.6
journal,32,5,275,31.6,30.8,30.4,37,48,58,52.0,15.8,624,+20.0,14.2,439.3,10.6
journal,32,5,300,23.6,21.6,19.6,37,48,62,66.0,23.8,726,+10.9,13.7,318.6,10.9
journal,32,5,325,25.6,23.2,22.4,34,45,59,62.6,32.0,812,+17.5,10.9,353.5,10.9
journal,32,5,350,27.8,26.0,26.0,40,51,63,58.4,18.0,636,+17.3,13.0,385.6,10.1
journal,32,5,375,25.2,22.0,20.4,41,52,67,61.4,26.6,1467,+23.7,12.4,301.1,10.3
journal,32,5,400,17.2,16.2,15.6,44,52,69,66.4,31.6,810,+11.3,13.9,252.8,11.6
journal,32,5,425,17.6,17.2,16.8,49,59,75,65.4,24.8,735,+13.4,13.2,253.1,12.0
journal,32,5,450,21.2,19.6,19.4,42,52,66,62.4,28.6,746,+16.7,6.4,301.7,11.4
journal,32,5,475,18.6,17.4,17.2,44,53,67,65.4,25.2,684,+16.1,5.5,278.4,11.4
journal,32,5,500,24.6,21.6,19.2,46,55,73,63.6,24.4,1028,+9.0,8.4,290.8,10.6
journal,32,5,525,22.8,21.2,18.6,47,58,75,63.8,25.6,918,+15.2,8.6,286.0,10.1
journal,32,5,550,16.0,15.8,15.0,49,58,73,71.4,35.0,982,+8.5,5.4,217.4,11.4
journal,32,5,575,20.0,19.0,17.6,40,47,64,67.2,25.2,646,+10.4,5.3,287.2,11.2
journal,32,5,599,21.6,20.0,19.6,39,48,59,64.8,29.0,781,+15.3,3.8,307.7,11.0
journal,32,6,25,1.2,0.6,0.4,39,61,61,94.2,29.6,602,-1.3,33.6,46.2,14.4
journal,32,6,50,18.0,13.8,13.4,26,36,52,77.4,16.2,785,+0.0,34.7,223.1,12.4
journal,32,6,75,37.2,35.4,33.0,24,31,41,56.8,13.4,779,+6.7,43.3,494.0,10.2
journal,32,6,100,63.8,55.0,44.2,17,22,30,43.6,22.6,891,+6.8,38.3,734.0,7.2
journal,32,6,125,53.2,45.2,42.6,20,24,32,46.0,23.8,615,+12.1,50.6,675.3,8.4
journal,32,6,150,65.8,54.2,50.6,19,23,29,38.6,28.0,894,+19.4,25.0,791.2,6.6
journal,32,6,175,61.0,50.6,44.8,18,22,28,40.8,28.2,996,+14.3,27.8,719.8,7.7
journal,32,6,200,62.0,56.0,47.2,16,20,27,41.4,28.4,781,+10.1,38.1,776.6,7.9
journal,32,6,225,60.6,54.6,49.2,17,20,27,38.6,26.6,822,+14.0,40.6,779.4,7.8
journal,32,6,250,60.8,54.6,50.4,18,21,28,37.6,24.6,924,+18.5,43.7,780.2,7.1
journal,32,6,275,56.2,52.6,46.0,18,23,31,42.0,18.8,705,+10.3,42.6,729.8,8.4
journal,32,6,300,61.8,50.6,47.4,19,24,32,40.6,26.2,1054,+21.6,32.3,742.4,7.2
journal,32,6,325,55.8,46.0,43.2,20,24,32,42.6,24.4,1069,+15.0,28.0,663.2,8.2
journal,32,6,350,56.0,47.2,42.4,20,24,30,45.4,31.2,1050,+10.4,32.7,658.5,7.7
journal,32,6,375,53.4,48.6,46.4,20,26,33,42.2,26.6,869,+10.5,17.9,691.1,7.6
journal,32,6,400,56.8,49.4,41.8,17,21,28,46.2,34.4,821,+8.8,14.1,682.1,7.8
journal,32,6,425,58.4,46.4,43.4,19,23,28,46.4,30.8,978,+13.1,12.3,683.7,7.7
journal,32,6,450,64.0,55.2,51.4,19,24,34,38.0,24.2,1022,+14.7,13.2,786.6,6.9
journal,32,6,475,70.8,63.4,57.8,18,23,31,29.6,17.6,918,+16.2,16.1,890.7,6.2
journal,32,6,500,59.4,51.0,49.4,18,21,28,38.2,21.4,1030,+19.7,11.2,756.6,7.6
journal,32,6,525,55.4,49.8,43.8,17,21,26,47.0,29.0,908,+10.2,12.1,696.1,7.6
journal,32,6,550,68.2,57.0,54.4,19,24,32,30.0,10.8,764,+14.9,13.3,841.1,7.1
journal,32,6,575,60.6,51.2,44.6,18,22,30,41.8,24.4,841,+10.7,20.4,721.2,8.1
journal,32,6,599,65.8,57.6,50.2,17,22,30,40.2,24.6,1005,+11.0,16.8,790.3,6.9
journal,32,7,25,0.2,0.0,0.0,0,0,0,92.0,22.2,602,-3.4,48.9,45.4,13.9
journal,32,7,50,3.4,1.6,1.6,39,49,57,93.0,44.6,768,-0.8,29.9,53.6,14.3
journal,32,7,75,19.0,15.2,14.0,26,31,40,74.8,37.4,695,+0.2,24.9,244.6,12.4
journal,32,7,100,37.2,22.4,21.4,19,24,34,70.6,45.2,1316,+11.0,16.5,355.2,9.1
journal,32,7,125,41.8,24.4,20.0,18,22,33,72.4,52.4,1361,+5.6,13.2,359.7,9.0
journal,32,7,150,53.0,46.2,41.4,17,22,32,51.4,37.6,1033,+13.1,14.1,645.4,8.1
journal,32,7,175,50.2,39.8,36.4,20,26,38,57.0,38.8,1403,+19.5,20.2,563.6,7.4
journal,32,7,200,52.6,46.2,37.8,20,26,34,50.0,30.6,1211,+7.7,25.2,596.8,8.8
journal,32,7,225,69.4,62.0,52.8,17,22,32,38.0,28.6,1042,+12.8,21.1,833.1,6.4
journal,32,7,250,41.8,34.0,31.0,18,24,36,57.0,35.2,996,+9.3,12.9,508.3,9.7
journal,32,7,275,56.6,52.2,49.0,16,20,29,40.8,29.0,815,+10.4,18.3,756.0,7.8
journal,32,7,300,56.4,51.2,47.8,16,21,30,45.2,34.8,984,+14.9,20.3,731.4,6.9
journal,32,7,325,60.2,38.2,36.0,17,22,31,53.0,32.0,1635,+21.0,17.6,586.6,7.8
journal,32,7,350,47.8,43.8,36.2,18,23,32,54.4,42.0,1108,+6.0,21.4,579.5,8.8
journal,32,7,375,60.8,53.2,49.2,17,22,30,42.6,30.8,958,+12.8,22.0,760.5,6.5
journal,32,7,400,62.6,51.4,43.8,20,25,34,41.4,25.2,1161,+18.6,22.4,712.9,7.4
journal,32,7,425,62.2,54.4,44.0,16,21,29,48.2,34.4,1110,+6.3,18.5,717.4,7.4
journal,32,7,450,65.0,60.6,56.4,18,22,30,35.0,24.6,1160,+17.6,20.7,848.4,5.8
journal,32,7,475,65.2,60.0,54.6,19,23,32,31.6,19.2,729,+13.8,17.2,851.6,6.7
journal,32,7,500,54.8,45.6,41.0,19,24,34,45.0,30.0,780,+10.1,11.1,661.7,8.0
journal,32,7,525,59.8,50.0,43.4,16,20,29,47.0,34.2,1028,+12.2,18.7,708.2,7.5
journal,32,7,550,58.4,54.2,50.0,17,21,32,42.4,23.8,1149,+12.6,14.7,756.3,7.4
journal,32,7,575,57.4,52.2,43.4,17,23,35,43.4,26.0,1096,+8.9,16.3,684.9,8.3
journal,32,7,599,66.0,57.8,49.2,17,23,33,37.2,22.8,975,+8.2,22.9,780.7,7.5
journal,32,8,25,0.0,0.0,0.0,0,0,0,96.4,54.2,805,-0.9,21.3,28.8,13.9
journal,32,8,50,6.8,6.2,5.6,31,46,69,86.4,40.2,528,-1.2,19.7,133.4,13.4
journal,32,8,75,41.4,30.0,28.4,21,27,39,60.8,35.0,1379,+12.1,15.1,451.8,9.1
journal,32,8,100,43.6,40.2,35.0,20,27,35,54.6,23.6,779,+4.1,15.4,551.2,9.1
journal,32,8,125,58.2,50.0,43.2,17,22,29,48.4,27.4,907,+9.4,9.6,699.4,7.3
journal,32,8,150,52.2,44.4,41.0,20,25,37,50.0,30.4,678,+9.1,6.8,649.7,8.3
journal,32,8,175,52.0,40.8,39.8,21,26,35,47.2,23.0,838,+16.3,8.9,625.5,8.6
journal,32,8,200,51.0,44.0,40.8,19,24,32,48.4,25.4,1268,+15.9,7.8,635.8,7.6
journal,32,8,225,62.8,57.4,52.6,19,22,27,35.8,18.6,705,+13.6,9.9,821.9,7.1
journal,32,8,250,60.8,53.6,49.4,18,23,31,39.6,26.0,1174,+18.3,6.4,762.2,7.0
journal,32,8,275,70.2,58.8,54.4,19,23,30,36.6,19.0,729,+14.1,4.9,860.6,6.8
journal,32,8,300,52.6,46.2,42.2,19,23,31,46.6,31.2,881,+11.6,4.6,669.4,8.2
journal,32,8,325,59.4,45.8,40.4,21,26,35,41.2,25.8,1093,+12.5,4.0,653.9,8.1
journal,32,8,350,62.2,53.0,48.2,18,22,32,42.2,25.0,977,+10.9,8.1,763.0,6.8
journal,32,8,375,55.8,51.8,46.0,18,22,29,43.2,26.0,782,+13.5,4.8,726.1,8.0
journal,32,8,400,49.4,43.6,37.0,19,24,33,52.4,37.8,1059,+8.9,6.2,596.0,8.6
journal,32,8,425,68.8,58.4,44.8,17,21,29,42.8,25.8,952,+11.4,15.6,759.7,7.8
journal,32,8,450,67.2,61.8,55.0,18,22,29,33.8,19.2,750,+11.8,11.1,858.8,7.1
journal,32,8,475,60.0,51.0,45.4,18,22,31,45.0,30.2,738,+10.8,12.4,728.3,7.5
journal,32,8,500,59.8,51.6,48.6,17,21,30,42.4,29.0,905,+13.0,11.5,754.4,7.5
journal,32,8,525,62.6,56.6,52.6,19,24,32,35.4,24.4,839,+16.7,15.2,801.1,6.8
journal,32,8,550,49.4,43.4,39.0,19,22,33,52.6,40.0,914,+9.8,13.5,623.2,7.8
journal,32,8,575,61.8,54.0,45.6,16,20,28,45.8,29.4,941,+11.5,16.4,747.4,7.7
journal,32,8,599,51.0,43.6,36.8,18,22,29,54.0,34.2,788,+11.0,13.9,616.4,8.7
recall,32,1,25,0.0,0.0,0.0,0,0,0,87.0,4.0,636,-0.8,63.6,42.3,14.1
recall,32,1,50,9.2,7.4,6.4,37,47,67,82.0,5.0,534,+0.9,31.8,129.2,13.4
recall,32,1,75,37.0,30.6,23.2,20,24,32,66.0,37.4,678,+3.7,18.4,426.4,10.4
recall,32,1,100,55.4,49.8,45.6,21,27,37,41.8,12.4,542,+10.9,10.1,708.5,8.0
recall,32,1,125,57.2,51.0,40.4,17,23,33,48.4,32.0,831,+11.6,15.7,670.8,7.1
recall,32,1,150,59.6,54.6,49.2,20,24,32,41.2,20.6,801,+12.4,14.9,765.8,6.6
recall,32,1,175,59.0,54.6,47.8,18,23,32,45.6,31.0,794,+9.8,16.5,750.7,6.6
recall,32,1,200,59.2,50.0,46.8,18,24,34,46.2,31.8,902,+14.5,20.1,727.8,7.4
recall,32,1,225,66.4,58.2,50.4,19,23,29,42.4,31.0,961,+13.2,21.0,797.6,5.7
recall,32,1,250,62.6,56.6,53.8,17,21,29,38.4,17.6,496,+8.0,22.2,842.1,6.6
recall,32,1,275,53.0,45.0,38.2,17,22,29,52.4,41.8,974,+11.3,13.0,630.3,7.4
recall,32,1,300,64.2,61.0,52.2,19,24,30,41.4,27.6,902,+14.0,19.8,812.4,6.2
recall,32,1,325,55.4,50.0,43.4,17,21,29,47.6,27.6,794,+5.9,18.2,699.3,7.8
recall,32,1,350,53.2,45.8,41.0,18,21,28,52.8,41.0,841,+7.0,15.2,654.3,7.5
recall,32,1,375,61.6,47.0,43.0,18,22,30,50.8,36.8,1151,+16.5,20.3,687.5,6.7
recall,32,1,400,57.6,49.6,41.4,15,19,28,49.6,33.6,797,+5.9,15.9,691.4,8.0
recall,32,1,425,58.4,49.2,47.0,17,21,27,44.8,31.6,895,+13.0,12.1,732.3,7.3
recall,32,1,450,49.6,48.2,45.0,18,22,30,49.8,31.6,719,+8.1,16.5,688.5,8.0
recall,32,1,475,56.4,52.4,49.0,19,23,32,37.2,14.8,529,+15.1,15.2,764.3,7.7
recall,32,1,500,51.6,45.0,39.8,18,22,28,51.8,39.4,917,+13.1,16.3,639.0,7.7
recall,32,1,525,61.2,58.8,51.8,18,21,27,40.0,22.0,817,+12.2,23.4,806.6,7.0
recall,32,1,550,62.2,58.6,51.8,18,21,27,40.8,27.2,832,+11.4,10.5,812.9,6.5
recall,32,1,575,57.8,53.6,48.2,20,23,27,40.8,23.4,720,+15.4,12.1,758.6,7.4
recall,32,1,599,56.4,52.0,44.4,17,21,26,45.6,25.8,890,+12.8,3.1,713.6,7.9
recall,32,2,25,0.0,0.0,0.0,0,0,0,93.0,25.0,517,-0.7,45.0,39.8,13.4
recall,32,2,50,6.6,6.4,5.6,34,45,60,83.4,23.2,419,+0.1,27.0,122.3,13.0
recall,32,2,75,33.0,26.2,18.6,29,37,49,68.8,20.2,1327,+3.7,45.5,301.9,11.2
recall,32,2,100,40.0,34.6,28.8,23,29,41,56.0,19.2,963,+3.1,24.3,457.8,10.6
recall,32,2,125,64.6,56.8,50.0,21,26,35,35.4,13.0,946,+11.3,16.5,773.7,8.0
recall,32,2,150,62.4,54.4,49.4,18,21,29,39.0,20.4,881,+13.4,16.2,774.4,7.0
recall,32,2,175,61.2,59.0,52.2,19,25,35,29.4,7.2,772,+11.6,20.7,799.5,7.7
recall,32,2,200,62.8,50.2,44.4,19,23,30,39.2,30.6,1027,+12.5,27.3,705.4,8.5
recall,32,2,225,61.2,54.0,43.6,16,20,27,48.0,33.2,1021,+9.6,26.4,723.9,7.6
recall,32,2,250,72.6,68.0,58.8,18,21,28,26.4,15.6,857,+14.7,29.8,918.7,6.6
recall,32,2,275,68.2,60.4,51.0,19,23,29,32.2,18.6,833,+10.5,29.6,814.7,7.7
recall,32,2,300,67.8,53.8,47.6,19,23,32,35.4,20.2,1116,+15.8,30.6,755.7,7.5
recall,32,2,325,73.4,63.6,56.6,18,23,31,29.0,14.2,733,+15.4,35.2,894.5,6.7
recall,32,2,350,66.4,58.0,46.0,17,21,29,38.6,24.2,801,+10.3,40.4,772.8,7.4
recall,32,2,375,54.0,50.4,47.0,21,26,37,41.4,21.2,731,+11.1,28.7,707.6,7.8
recall,32,2,400,38.0,36.2,33.0,18,23,32,57.0,33.0,725,+8.4,26.6,507.7,9.4
recall,32,2,425,57.8,54.2,50.2,18,22,32,40.8,26.4,726,+10.0,33.0,766.0,6.6
recall,32,2,450,63.4,57.4,46.8,17,21,28,41.8,28.2,934,+12.4,25.2,761.6,7.8
recall,32,2,475,64.6,57.6,51.0,17,21,32,35.4,21.2,953,+18.0,27.2,802.0,7.3
recall,32,2,500,57.2,51.4,43.6,18,23,31,41.6,19.6,878,+9.6,34.5,698.9,8.2
recall,32,2,525,58.4,55.6,50.4,17,22,31,38.2,10.6,539,+11.3,21.3,789.6,8.0
recall,32,2,550,62.6,54.4,47.0,18,23,34,37.2,22.4,713,+12.4,24.2,754.5,8.1
recall,32,2,575,61.0,55.0,43.8,16,20,26,42.6,26.6,1047,+13.7,25.6,725.5,7.6
recall,32,2,599,62.6,51.2,44.4,18,23,32,42.8,26.8,729,+10.1,26.4,729.7,7.6
recall,32,3,25,0.0,0.0,0.0,0,0,0,95.6,64.2,792,-2.1,45.0,18.8,13.3
recall,32,3,50,1.6,0.6,0.2,37,37,37,92.2,30.4,847,-1.0,34.8,33.8,14.0
recall,32,3,75,25.8,20.8,16.4,24,32,42,70.0,32.4,784,+6.1,24.6,293.6,11.6
recall,32,3,100,44.0,35.2,33.0,23,29,41,51.8,25.8,760,+10.1,30.7,521.1,9.4
recall,32,3,125,62.4,50.0,43.8,18,22,31,45.2,30.8,736,+10.0,18.3,722.2,7.6
recall,32,3,150,67.6,57.2,54.2,19,22,31,37.6,24.6,859,+15.3,15.6,838.4,5.9
recall,32,3,175,60.2,51.8,46.2,19,23,30,47.6,39.2,1061,+17.1,15.9,723.2,6.0
recall,32,3,200,65.2,56.8,50.2,17,21,28,38.4,25.0,644,+13.7,17.8,812.3,7.2
recall,32,3,225,60.4,55.6,52.0,20,25,35,39.0,25.6,818,+21.2,10.7,792.7,6.8
recall,32,3,250,64.4,59.8,52.6,18,24,33,37.4,21.0,627,+10.2,12.2,827.8,7.0
recall,32,3,275,66.6,60.4,54.6,19,23,33,34.0,23.0,746,+15.9,14.8,848.7,6.4
recall,32,3,300,70.8,62.8,59.6,18,21,27,31.4,19.8,735,+18.0,10.8,922.7,5.6
recall,32,3,325,68.2,63.0,59.4,17,21,29,32.4,20.2,711,+17.8,14.5,911.3,5.8
recall,32,3,350,49.6,46.4,37.8,18,23,29,48.0,19.4,529,+8.2,10.8,635.0,9.1
recall,32,3,375,60.0,54.0,51.4,18,22,29,37.8,19.6,737,+17.8,12.5,796.4,6.8
recall,32,3,400,66.4,62.2,57.4,20,25,33,26.6,11.6,700,+11.2,16.0,871.5,7.0
recall,32,3,425,65.6,60.4,53.8,17,21,28,37.6,17.2,621,+11.3,11.7,857.8,6.7
recall,32,3,450,56.0,50.6,43.8,18,22,30,42.6,26.2,702,+13.7,12.3,707.2,8.2
recall,32,3,475,54.8,50.6,47.0,19,23,31,40.0,15.8,684,+6.6,6.1,727.8,7.9
recall,32,3,500,56.6,52.0,47.8,18,22,31,41.2,14.0,554,+10.4,3.7,753.2,8.2
recall,32,3,525,58.4,55.0,49.6,17,21,27,41.8,18.8,551,+11.7,2.2,781.9,7.6
recall,32,3,550,61.8,56.0,49.2,16,20,28,43.2,30.2,793,+11.5,5.6,791.0,7.5
recall,32,3,575,63.2,52.4,45.6,17,21,28,38.6,16.8,658,+10.3,8.3,753.8,8.0
recall,32,3,599,61.4,50.0,43.6,16,19,28,47.2,31.4,744,+9.5,6.3,724.4,7.1
recall,32,4,25,0.0,0.0,0.0,0,0,0,92.8,31.8,386,-3.1,16.8,50.8,13.6
recall,32,4,50,1.4,0.6,0.4,66,68,68,86.8,28.2,609,-0.6,8.6,67.1,13.7
recall,32,4,75,27.2,23.0,21.6,26,31,42,69.8,14.0,725,+5.7,18.3,345.4,10.8
recall,32,4,100,49.8,45.8,44.0,22,31,43,43.0,10.2,410,+8.1,17.8,663.7,8.7
recall,32,4,125,46.4,40.4,38.0,19,24,31,49.4,23.2,648,+12.8,11.6,603.8,9.6
recall,32,4,150,50.0,44.0,40.0,20,26,37,44.4,12.6,639,+13.5,7.5,637.8,9.1
recall,32,4,175,47.4,42.2,34.4,17,23,32,52.6,24.0,598,+7.9,4.6,580.3,9.1
recall,32,4,200,60.2,51.2,41.8,16,20,27,47.4,29.6,706,+9.4,2.3,705.8,8.2
recall,32,4,225,64.6,49.8,39.2,16,19,25,50.0,35.2,975,+9.5,6.3,678.8,8.0
recall,32,4,250,58.2,53.6,48.2,19,23,32,41.0,19.2,531,+12.2,0.9,759.3,7.7
recall,32,4,275,56.6,49.6,46.8,18,22,31,40.2,19.8,594,+14.1,7.6,742.3,7.6
recall,32,4,300,43.8,39.8,33.8,19,23,32,53.8,26.6,743,+11.1,0.5,560.4,9.9
recall,32,4,325,54.2,50.8,45.8,21,27,37,45.0,21.8,692,+10.6,1.5,703.6,7.6
recall,32,4,350,60.4,57.0,49.6,17,21,29,39.0,27.4,660,+13.8,2.3,788.5,6.8
recall,32,4,375,53.4,49.8,45.0,19,25,33,45.2,21.4,609,+8.0,5.9,708.2,8.0
recall,32,4,400,59.2,49.2,47.8,19,25,36,41.4,26.0,811,+19.1,5.9,739.9,6.5
recall,32,4,425,54.4,49.0,46.8,19,24,35,43.2,30.6,786,+11.9,3.1,714.8,6.9
recall,32,4,450,46.6,41.6,38.2,17,22,29,53.8,35.0,777,+14.1,3.2,613.2,8.3
recall,32,4,475,56.6,51.4,43.2,17,21,29,45.8,26.4,708,+9.0,8.2,704.3,8.3
recall,32,4,500,50.4,42.0,38.2,17,22,30,54.4,41.2,832,+14.3,5.8,620.1,7.8
recall,32,4,525,56.4,45.0,41.0,17,22,32,47.8,32.2,789,+13.6,0.8,670.2,8.0
recall,32,4,550,41.6,39.8,36.8,20,23,29,47.4,26.4,600,+14.8,5.0,593.6,9.9
recall,32,4,575,52.8,49.0,41.2,20,24,29,47.0,29.0,713,+10.1,1.3,666.9,8.5
recall,32,4,599,54.2,48.4,42.0,18,22,28,50.2,35.2,898,+9.8,3.1,672.8,7.0
recall,32,5,25,0.4,0.0,0.0,0,0,0,94.6,18.6,837,-3.5,47.2,32.5,14.2
recall,32,5,50,3.4,1.6,0.6,37,47,71,88.8,38.8,657,-2.0,24.0,59.4,13.2
recall,32,5,75,17.8,14.6,13.2,33,45,65,72.8,40.6,760,+4.1,11.3,227.1,12.4
recall,32,5,100,29.8,26.8,24.0,39,52,67,51.4,15.2,721,+17.0,11.9,369.3,10.8
recall,32,5,125,20.0,18.0,16.2,47,58,75,60.0,19.6,692,+5.7,11.0,255.2,11.4
recall,32,5,150,16.8,13.8,13.2,49,59,76,67.2,9.0,579,+5.7,2.3,213.1,12.6
recall,32,5,175,17.4,14.8,14.6,43,54,71,65.2,6.2,284,+4.3,3.6,250.6,11.4
recall,32,5,200,17.0,14.4,13.8,49,59,79,64.8,5.8,431,+3.7,1.3,230.0,13.8
recall,32,5,225,8.6,8.6,8.4,57,70,86,79.6,5.6,938,+2.5,0.4,115.7,13.8
recall,32,5,250,5.6,5.6,5.4,53,60,79,86.0,26.4,956,+1.0,0.4,84.3,13.6
recall,32,5,275,1.2,1.2,0.8,48,63,64,89.0,24.2,1151,-0.1,1.1,25.9,14.4
recall,32,5,300,8.2,7.6,7.6,51,59,81,73.6,4.4,833,+2.6,0.4,125.4,14.3
recall,32,5,325,6.0,5.6,5.4,48,55,69,83.8,14.0,999,+1.8,0.6,93.8,14.5
recall,32,5,350,5.6,2.6,1.0,43,61,68,83.6,19.2,811,-0.8,7.1,67.1,13.7
recall,32,5,375,22.0,18.6,15.4,25,33,45,69.0,10.4,767,+4.6,9.5,272.4,12.7
recall,32,5,400,42.2,37.0,34.2,20,24,31,58.0,24.8,664,+8.0,2.6,536.0,9.8
recall,32,5,425,36.4,33.6,28.8,23,30,40,61.2,24.0,733,+6.4,2.5,456.5,10.5
recall,32,5,450,37.6,31.8,27.2,17,22,29,62.0,33.8,671,+9.1,8.3,468.4,10.6
recall,32,5,475,39.0,31.0,26.2,18,23,30,64.2,33.8,663,+5.8,7.7,455.8,10.5
recall,32,5,500,42.2,38.0,33.4,19,23,31,52.0,28.2,629,+12.2,15.2,553.4,9.8
recall,32,5,525,44.0,38.8,33.4,18,22,29,59.0,39.4,831,+13.2,12.5,554.1,8.9
recall,32,5,550,52.0,46.6,42.0,17,22,32,50.8,26.8,599,+11.2,11.2,675.5,7.8
recall,32,5,575,50.2,40.4,34.6,20,24,32,54.2,29.8,928,+10.2,5.0,565.7,8.4
recall,32,5,599,51.4,44.0,36.4,18,22,29,55.2,26.6,730,+7.8,6.7,611.7,9.0
recall,32,6,25,1.8,0.4,0.0,0,0,0,94.2,35.2,798,-3.1,32.0,36.2,13.8
recall,32,6,50,10.2,5.8,5.6,35,48,72,83.0,32.2,924,+8.0,11.4,122.4,11.7
recall,32,6,75,41.4,37.8,32.8,24,29,40,50.4,15.8,546,+10.2,23.4,524.6,9.6
recall,32,6,100,44.6,38.8,30.6,21,26,39,59.2,37.4,1030,+3.1,5.7,499.1,9.8
recall,32,6,125,45.0,42.4,40.6,20,24,32,53.0,41.0,966,+10.7,2.0,592.6,8.2
recall,32,6,150,66.0,62.6,54.8,17,22,28,36.0,24.0,746,+12.7,2.1,860.9,6.9
recall,32,6,175,59.0,49.2,44.4,18,23,32,43.6,23.6,818,+17.1,2.6,716.7,8.1
recall,32,6,200,57.2,55.0,51.4,17,21,30,39.2,19.8,737,+11.1,7.7,786.3,7.3
recall,32,6,225,56.6,51.8,48.6,17,23,33,39.4,21.4,953,+15.6,6.2,747.4,7.6
recall,32,6,250,75.6,69.8,64.8,18,22,32,24.4,9.6,613,+15.8,9.4,995.3,5.3
recall,32,6,275,76.0,70.4,67.6,16,21,30,24.8,14.4,734,+16.5,7.5,1023.4,4.7
recall,32,6,300,49.8,43.6,41.2,20,25,37,34.8,4.6,509,+14.5,7.2,649.2,10.1
