kind,hidden,trial,generation,prince,king,crowned,p10,median,p90,fell,mother,starved,nobles,read,fitness,rivals_crowned
none,32,5,130,57.8,53.2,50.0,17,22,29,41.4,23.8,927,+15.0,31.9,764.8,6.9
none,32,5,140,56.0,52.8,49.4,19,22,29,43.6,26.2,914,+13.4,41.3,759.3,6.7
none,32,5,150,52.8,45.0,39.0,18,22,28,49.8,27.0,781,+5.4,33.2,642.5,8.2
none,32,5,160,50.4,42.8,38.6,21,25,35,48.0,19.0,703,+7.3,47.0,616.0,9.0
none,32,5,170,51.2,45.6,40.2,21,26,34,47.8,31.6,863,+7.1,43.4,617.5,9.2
none,32,5,180,65.4,56.8,48.2,18,22,31,39.4,22.2,865,+11.3,35.4,775.1,7.4
none,32,5,190,60.6,52.4,43.0,16,20,28,49.0,35.0,781,+6.6,12.7,718.5,7.5
none,32,5,200,48.2,42.0,38.0,18,23,34,51.8,34.8,726,+5.5,28.8,616.9,8.9
none,32,5,210,58.8,52.0,49.4,18,22,29,37.0,21.2,835,+13.8,17.2,767.8,7.5
none,32,5,220,50.8,47.8,45.2,19,23,31,40.4,19.8,588,+10.7,16.0,693.7,8.7
none,32,5,230,68.8,61.8,45.2,17,21,27,45.4,32.0,895,+6.8,27.9,772.7,6.9
none,32,5,240,60.2,50.6,43.2,15,20,27,47.0,28.4,762,+9.2,15.4,717.5,8.4
none,32,5,250,56.0,48.4,33.2,17,20,25,56.0,45.8,1133,+5.9,16.1,595.0,8.5
none,32,5,260,59.4,54.2,44.4,17,20,25,46.0,32.8,1201,+6.8,25.7,719.1,7.0
none,32,5,270,61.2,55.4,45.6,17,20,27,46.6,33.4,999,+7.4,18.3,739.9,6.4
none,32,5,280,64.6,59.0,52.8,19,23,29,35.4,20.4,852,+14.4,22.3,826.1,6.6
none,32,5,290,56.8,53.4,49.4,19,24,32,42.4,25.0,1044,+10.6,26.9,746.8,7.0
none,32,5,299,61.4,53.6,40.0,19,22,29,52.2,42.2,1086,+6.4,22.9,676.6,7.7
none,32,6,110,38.2,36.4,31.8,27,35,55,54.4,13.4,852,+5.5,31.9,477.2,9.8
none,32,6,120,35.2,27.6,19.0,22,29,40,70.6,37.8,1061,-2.0,31.2,348.3,10.5
none,32,6,130,24.2,21.0,18.8,28,35,51,70.8,21.2,947,+5.2,31.4,297.5,11.6
none,32,6,140,39.6,36.8,32.4,21,26,35,51.8,20.4,574,+8.3,21.0,528.3,10.2
none,32,6,150,51.4,44.6,37.0,22,27,39,51.8,27.8,997,+9.2,10.7,593.0,8.4
none,32,6,160,49.2,43.2,40.0,20,25,36,50.2,20.8,621,+10.4,5.8,634.5,8.4
none,32,6,170,56.2,49.8,47.2,19,24,34,45.6,21.8,909,+14.9,3.6,710.7,7.6
none,32,6,180,55.0,47.2,43.0,19,24,34,46.6,16.4,666,+12.1,7.5,682.3,8.6
none,32,6,190,35.0,32.8,30.8,21,28,40,59.2,35.6,817,+7.9,21.9,464.4,10.3
none,32,6,200,53.8,49.4,43.2,19,25,37,45.8,16.6,654,+6.9,22.1,683.6,8.5
none,32,6,210,55.0,48.2,46.4,19,24,33,46.4,24.6,765,+12.6,21.4,706.4,7.1
none,32,6,220,59.6,53.8,49.2,19,23,31,39.8,15.0,581,+13.8,21.2,775.2,8.0
none,32,6,230,54.4,46.8,41.2,17,23,31,49.8,21.8,616,+7.7,16.1,672.0,8.4
none,32,6,240,51.2,48.6,43.4,20,25,35,46.8,15.6,660,+8.1,18.4,673.9,8.8
none,32,6,250,41.4,29.2,25.0,20,26,35,65.0,34.8,1090,+7.0,24.0,419.1,10.0
none,32,6,260,45.4,41.4,35.0,17,22,30,56.8,30.4,777,+5.9,25.3,571.9,8.8
none,32,6,270,59.4,52.0,47.8,20,25,32,36.6,12.0,564,+12.3,21.9,752.1,8.1
none,32,6,280,40.6,38.4,34.0,17,22,32,59.4,48.0,800,+6.8,15.4,523.7,8.7
none,32,6,290,61.0,55.8,53.2,20,25,36,38.6,11.4,624,+10.3,23.4,804.1,7.0
none,32,6,299,41.8,29.0,28.6,22,27,37,62.4,39.6,1215,+11.1,13.6,440.6,9.3
none,32,7,110,17.6,13.2,8.8,33,43,59,76.0,25.6,1047,-1.0,15.6,164.4,12.9
none,32,7,120,27.2,25.0,21.6,29,36,49,60.4,12.2,478,+8.4,13.6,354.5,12.0
none,32,7,130,33.4,26.8,19.2,22,26,34,64.2,30.8,755,+0.9,10.4,351.0,11.3
none,32,7,140,40.2,31.4,28.2,21,29,38,55.6,25.8,814,+16.7,24.0,466.9,10.2
none,32,7,150,54.8,49.0,41.0,20,25,33,42.8,18.2,514,+7.8,27.6,674.0,9.4
none,32,7,160,49.8,41.0,34.0,23,27,36,49.4,19.0,679,+4.4,14.6,561.3,9.8
none,32,7,170,50.4,43.8,40.0,19,24,32,46.2,16.4,490,+11.0,19.8,645.0,8.6
none,32,7,180,53.2,44.8,35.6,18,24,38,51.6,21.4,710,+6.4,22.5,604.1,9.2
none,32,7,190,58.8,52.4,47.6,20,23,29,42.2,18.2,537,+12.2,12.6,748.1,7.6
none,32,7,200,54.2,46.2,40.8,20,25,34,43.0,16.0,519,+12.7,19.1,667.2,8.9
none,32,7,210,51.2,43.8,34.0,20,24,35,49.2,20.6,602,+7.1,16.7,589.0,10.1
none,32,7,220,52.6,42.8,36.8,20,24,31,51.4,35.2,895,+13.9,8.2,604.7,8.5
none,32,7,230,55.0,43.2,35.2,20,24,33,50.4,26.2,656,+6.3,9.1,601.7,9.1
none,32,7,240,56.8,46.4,39.6,19,23,32,44.4,21.2,569,+10.8,20.5,664.7,9.4
none,32,7,250,54.6,46.6,36.0,19,25,37,49.0,23.8,620,+9.1,16.1,613.4,9.3
none,32,7,260,53.0,28.8,27.0,21,26,35,59.6,37.0,1144,+14.0,15.3,472.2,9.6
none,32,7,270,51.4,38.4,31.6,18,21,29,58.0,44.4,901,+9.7,13.9,543.2,9.2
none,32,7,280,56.6,50.4,43.0,18,22,31,45.2,21.0,623,+10.8,17.9,705.9,8.8
none,32,7,290,51.0,45.2,37.4,19,23,32,51.8,21.0,735,+7.2,12.2,618.8,9.2
none,32,7,299,56.8,53.4,47.6,19,23,32,41.0,18.2,559,+15.6,18.7,752.8,7.7
none,32,8,110,34.4,27.8,21.6,21,26,33,68.8,38.8,787,+5.2,22.4,384.3,9.8
none,32,8,120,45.8,41.2,35.2,21,27,35,53.8,28.8,853,+7.2,10.8,560.4,8.7
none,32,8,130,40.6,28.4,22.4,23,28,37,64.2,34.6,1095,+6.7,20.8,393.3,10.2
none,32,8,140,44.4,32.0,29.0,22,28,40,58.0,26.6,812,+10.5,20.2,483.2,9.5
none,32,8,150,51.0,36.4,34.8,22,28,38,54.2,22.4,952,+19.3,16.5,561.0,8.7
none,32,8,160,47.0,41.2,38.0,22,26,35,50.0,15.4,559,+12.7,17.2,597.7,9.3
none,32,8,170,47.2,42.6,40.6,21,25,32,49.2,14.4,499,+11.5,10.1,633.4,9.6
none,32,8,180,49.4,40.0,37.0,21,25,34,52.8,23.8,657,+12.0,18.0,595.4,8.6
none,32,8,190,44.4,36.0,30.0,20,25,32,57.0,30.4,859,+8.7,9.1,503.2,9.4
none,32,8,200,36.6,28.8,28.0,21,28,41,63.0,28.8,741,+13.1,14.4,440.5,10.4
none,32,8,210,51.8,41.6,35.2,19,23,29,53.0,33.4,831,+10.4,10.1,590.6,8.1
none,32,8,220,50.4,42.8,36.6,18,21,28,52.4,24.6,637,+8.2,6.4,606.2,8.8
none,32,8,230,42.8,37.6,30.4,19,23,30,57.4,30.4,619,+6.4,23.5,524.0,9.6
none,32,8,240,57.2,47.2,42.8,20,24,31,44.8,26.0,802,+18.6,24.0,683.2,8.0
none,32,8,250,57.0,51.8,44.2,18,24,36,44.4,28.8,744,+7.4,14.9,706.4,7.6
none,32,8,260,47.6,39.8,34.6,19,24,32,52.4,35.0,764,+9.5,13.1,560.8,9.3
none,32,8,270,58.6,51.4,44.4,21,25,33,41.4,17.6,524,+11.3,16.0,714.6,8.6
none,32,8,280,40.2,30.2,28.8,22,27,35,59.2,33.8,896,+10.5,12.7,455.9,9.6
none,32,8,290,28.4,25.6,23.6,22,26,35,65.0,41.2,625,+6.3,5.7,369.0,11.3
none,32,8,299,20.8,18.0,17.8,21,27,38,77.6,61.2,782,+5.1,10.0,264.0,11.4
