kind,hidden,trial,generation,prince,king,crowned,p10,median,p90,fell,mother,starved,nobles,read,fitness,rivals_crowned
recall+journal,32,2,70,17.2,10.4,8.2,23,28,40,80.0,40.2,701,-0.2,17.6,184.2,13.3
recall+journal,32,2,80,14.8,12.4,11.2,23,29,37,83.0,61.6,808,+1.1,17.1,189.3,12.5
recall+journal,32,2,90,26.0,20.0,16.2,23,30,36,73.8,40.0,737,+2.4,17.8,296.5,11.6
recall+journal,32,2,99,23.6,19.0,16.2,21,25,35,73.0,35.8,681,+3.1,8.4,294.4,11.7
recall+journal,32,3,10,0.0,0.0,0.0,0,0,0,95.8,30.8,718,-0.4,52.5,28.6,14.6
recall+journal,32,3,20,0.0,0.0,0.0,0,0,0,94.6,19.6,505,-0.7,63.5,40.8,13.5
recall+journal,32,3,30,0.8,0.0,0.0,0,0,0,92.6,15.2,588,-1.2,51.6,50.5,13.8
recall+journal,32,3,40,2.2,0.2,0.2,49,49,49,91.6,10.6,653,-0.3,43.5,44.6,13.6
recall+journal,32,3,50,5.0,3.0,2.2,33,56,85,87.6,32.8,538,+1.3,31.5,85.2,13.6
recall+journal,32,3,60,7.8,6.6,3.6,29,34,58,84.6,29.0,728,+2.4,39.4,112.2,13.6
recall+journal,32,3,70,14.4,9.8,6.6,26,33,44,79.2,29.8,680,+2.9,22.1,162.1,13.2
recall+journal,32,3,80,24.8,19.8,17.4,26,32,40,67.8,28.8,839,+8.2,27.3,295.2,11.3
recall+journal,32,3,90,28.2,20.0,11.2,23,28,38,76.2,43.6,1060,+1.6,23.3,246.5,11.3
recall+journal,32,3,99,23.4,19.4,17.6,25,31,43,68.6,33.0,825,+10.3,24.5,300.3,11.4
recall+journal,32,4,10,0.0,0.0,0.0,0,0,0,95.0,35.6,1095,-1.4,31.1,1.6,14.0
recall+journal,32,4,20,0.0,0.0,0.0,0,0,0,96.0,29.4,706,-6.7,6.5,35.1,13.8
recall+journal,32,4,30,6.4,2.4,1.2,53,79,96,79.4,26.6,712,-3.0,24.4,79.8,13.5
recall+journal,32,4,40,5.6,3.6,1.8,72,86,99,78.6,11.6,875,+2.3,27.5,72.6,14.2
recall+journal,32,4,50,1.6,0.4,0.2,67,67,67,88.0,27.2,681,-1.0,11.6,53.5,13.8
recall+journal,32,4,60,6.8,3.8,3.2,42,71,87,83.4,32.8,585,-1.0,9.9,89.6,13.0
recall+journal,32,4,70,15.6,12.6,9.6,42,55,72,75.4,13.8,837,+3.3,16.2,171.4,12.7
recall+journal,32,4,80,11.0,8.6,7.4,30,45,64,81.4,41.8,714,+4.6,18.6,150.0,13.0
recall+journal,32,4,90,18.4,13.0,11.2,33,40,52,72.0,22.6,620,+2.1,18.4,210.7,12.9
recall+journal,32,4,99,30.6,21.8,18.6,25,31,39,66.2,20.2,651,+7.5,13.0,333.9,11.9
recall+journal,32,5,10,0.0,0.0,0.0,0,0,0,98.6,69.0,841,-1.0,21.0,5.7,13.3
recall+journal,32,5,20,0.0,0.0,0.0,0,0,0,94.6,42.0,550,-6.0,36.3,37.6,13.6
recall+journal,32,5,30,1.0,0.4,0.4,32,39,39,91.0,32.0,416,-3.2,30.1,55.7,13.1
recall+journal,32,5,40,0.6,0.2,0.2,32,32,32,92.4,27.8,370,-0.2,26.8,56.6,13.6
recall+journal,32,5,50,0.6,0.0,0.0,0,0,0,78.6,17.8,552,-4.6,31.1,85.4,13.2
recall+journal,32,5,60,6.6,5.4,4.4,29,51,74,78.6,24.8,663,+4.6,10.8,130.4,13.2
recall+journal,32,5,70,10.6,10.2,9.6,42,57,78,77.6,30.4,575,+6.4,12.7,179.7,13.2
recall+journal,32,5,80,17.4,16.0,14.2,37,50,62,69.0,27.0,674,+9.4,14.9,245.7,11.8
recall+journal,32,5,90,12.2,9.4,7.6,28,39,54,80.4,22.0,615,-0.2,11.1,164.0,13.3
recall+journal,32,5,99,19.0,16.6,15.2,27,39,51,73.6,26.4,689,+6.0,11.1,258.5,12.3
recall+journal,32,6,10,0.0,0.0,0.0,0,0,0,97.2,46.2,816,-3.4,40.1,21.0,13.6
recall+journal,32,6,20,0.0,0.0,0.0,0,0,0,95.8,44.4,709,-1.3,17.4,20.5,13.3
recall+journal,32,6,30,0.0,0.0,0.0,0,0,0,90.6,26.0,497,-1.5,33.3,41.5,13.8
recall+journal,32,6,40,0.0,0.0,0.0,0,0,0,91.8,33.0,416,-0.6,41.2,52.2,14.0
recall+journal,32,6,50,0.0,0.0,0.0,0,0,0,87.2,23.4,431,-3.5,29.5,61.2,14.0
recall+journal,32,6,60,1.4,0.0,0.0,0,0,0,87.6,20.8,454,-0.9,27.3,71.6,13.7
recall+journal,32,6,70,1.2,0.0,0.0,0,0,0,73.8,11.0,326,-0.0,25.1,94.8,12.9
recall+journal,32,6,80,5.2,1.2,0.6,51,55,66,86.2,34.2,684,-1.9,10.0,92.1,13.2
recall+journal,32,6,90,12.8,7.4,4.2,39,50,64,82.0,23.2,748,+0.2,8.9,148.7,13.3
recall+journal,32,6,99,13.8,6.2,3.2,31,43,50,80.6,21.2,709,-1.8,10.0,133.3,13.4
recall+journal,32,7,10,0.0,0.0,0.0,0,0,0,92.8,6.8,1036,-1.6,51.9,19.1,13.1
recall+journal,32,7,20,0.0,0.0,0.0,0,0,0,96.4,32.0,757,-3.3,22.6,39.1,13.2
recall+journal,32,7,30,0.0,0.0,0.0,0,0,0,85.2,11.0,480,-4.1,36.3,58.6,13.6
recall+journal,32,7,40,0.0,0.0,0.0,0,0,0,78.2,6.6,309,-4.1,45.0,73.5,13.8
recall+journal,32,7,50,0.0,0.0,0.0,0,0,0,77.6,5.2,154,-1.5,46.5,89.8,14.2
recall+journal,32,7,60,0.0,0.0,0.0,0,0,0,79.0,2.2,177,-3.7,32.5,82.9,13.2
recall+journal,32,7,70,0.6,0.0,0.0,0,0,0,73.4,3.8,236,-1.8,38.5,97.5,13.3
recall+journal,32,7,80,1.0,0.0,0.0,0,0,0,82.8,19.8,555,-3.2,30.0,83.6,13.4
recall+journal,32,7,90,0.0,0.0,0.0,0,0,0,72.0,3.0,259,-4.8,37.4,94.7,14.1
recall+journal,32,7,99,0.0,0.0,0.0,0,0,0,78.2,3.0,296,-3.8,27.3,89.3,14.0
recall+journal,32,8,10,0.0,0.0,0.0,0,0,0,99.6,80.2,948,-0.7,26.0,-2.8,12.6
recall+journal,32,8,20,0.0,0.0,0.0,0,0,0,96.2,19.8,771,-0.2,44.3,24.6,13.9
recall+journal,32,8,30,0.0,0.0,0.0,0,0,0,90.8,3.2,350,-0.7,36.3,52.9,14.1
recall+journal,32,8,40,0.0,0.0,0.0,0,0,0,95.4,4.6,293,-1.1,20.6,52.8,13.3
recall+journal,32,8,50,0.0,0.0,0.0,0,0,0,91.4,10.2,479,-0.8,29.0,47.5,13.7
recall+journal,32,8,60,0.0,0.0,0.0,0,0,0,81.6,9.8,341,-0.9,36.4,65.5,14.4
recall+journal,32,8,70,0.0,0.0,0.0,0,0,0,80.2,13.0,288,-3.9,44.2,76.9,13.8
recall+journal,32,8,80,1.4,0.0,0.0,0,0,0,81.8,20.4,391,-1.8,35.9,82.2,13.8
recall+journal,32,8,90,3.6,2.2,0.8,55,75,83,84.0,25.2,549,-1.8,44.9,85.4,13.6
recall+journal,32,8,99,8.2,1.4,1.0,54,65,84,81.2,21.2,717,-0.5,39.1,87.8,13.6
told,32,1,10,0.0,0.0,0.0,0,0,0,95.2,22.8,844,-5.4,24.1,26.4,14.5
told,32,1,20,0.0,0.0,0.0,0,0,0,93.2,20.0,737,-0.6,72.6,29.0,13.1
told,32,1,30,0.0,0.0,0.0,0,0,0,95.0,47.4,628,-2.2,46.0,27.3,13.8
told,32,1,40,3.0,2.6,2.6,65,77,89,88.8,17.2,862,-2.1,40.0,57.0,14.0
told,32,1,50,1.0,0.2,0.0,0,0,0,89.0,24.2,952,-2.9,31.6,21.5,14.4
told,32,1,60,5.6,3.0,2.0,29,39,46,87.0,48.6,974,+3.2,34.9,74.6,12.0
told,32,1,70,9.6,5.4,4.2,28,32,47,84.8,23.8,794,-1.8,20.7,102.5,13.4
told,32,1,80,19.4,12.8,9.0,23,31,47,79.4,41.2,910,+8.1,21.4,196.6,11.8
told,32,1,90,27.0,20.0,15.4,24,39,73,72.6,26.2,797,+5.9,19.0,284.2,11.7
told,32,1,99,32.0,25.2,24.6,25,31,45,60.0,11.0,290,+4.7,17.4,420.1,11.8
told,32,2,10,0.0,0.0,0.0,0,0,0,93.6,16.8,988,-2.9,45.9,10.7,14.5
told,32,2,20,0.0,0.0,0.0,0,0,0,89.4,16.2,462,-4.8,50.0,49.5,13.6
told,32,2,30,0.0,0.0,0.0,0,0,0,88.8,15.4,235,-5.5,29.5,69.3,13.1
told,32,2,40,0.0,0.0,0.0,0,0,0,77.6,0.0,185,-1.9,39.2,72.6,14.7
told,32,2,50,0.2,0.0,0.0,0,0,0,78.8,2.2,230,-3.3,37.1,84.8,12.9
told,32,2,60,0.0,0.0,0.0,0,0,0,81.2,2.2,166,-4.8,26.1,86.1,14.2
told,32,2,70,0.0,0.0,0.0,0,0,0,73.8,2.4,124,-6.0,26.6,90.9,13.9
told,32,2,80,0.0,0.0,0.0,0,0,0,74.4,2.4,262,-6.6,25.3,91.2,13.6
told,32,2,90,2.4,0.6,0.4,72,81,81,83.0,8.4,415,-3.4,42.1,78.3,13.5
told,32,2,99,9.2,4.2,2.6,41,55,66,80.8,28.0,778,-3.1,42.2,115.8,13.0
told,32,3,10,0.0,0.0,0.0,0,0,0,97.2,19.2,861,-3.6,32.8,23.4,13.4
told,32,3,20,0.0,0.0,0.0,0,0,0,95.8,32.0,711,-1.0,45.7,38.1,13.2
told,32,3,30,0.0,0.0,0.0,0,0,0,91.8,25.6,628,-2.8,41.1,43.2,14.1
told,32,3,40,0.0,0.0,0.0,0,0,0,92.8,31.6,411,-3.5,39.3,53.8,14.0
told,32,3,50,0.0,0.0,0.0,0,0,0,91.2,21.4,344,-3.7,40.0,56.1,14.0
told,32,3,60,0.0,0.0,0.0,0,0,0,87.2,12.0,336,-1.6,50.8,65.8,13.6
told,32,3,70,0.0,0.0,0.0,0,0,0,90.8,37.6,409,-2.6,36.5,62.2,12.8
told,32,3,80,1.4,0.0,0.0,0,0,0,82.8,26.2,564,-0.0,36.2,78.1,14.1
told,32,3,90,4.0,1.0,1.0,47,63,83,82.6,20.0,373,-0.8,42.7,85.7,13.8
told,32,3,99,3.8,2.4,2.0,57,84,96,79.8,18.2,477,-4.5,44.7,89.1,14.1
told,32,4,10,0.0,0.0,0.0,0,0,0,99.2,69.2,793,-0.7,40.9,8.4,13.1
told,32,4,20,0.0,0.0,0.0,0,0,0,94.0,21.6,895,-0.6,39.4,26.2,13.2
told,32,4,30,2.0,0.0,0.0,0,0,0,86.6,7.8,901,-3.1,38.8,34.6,13.8
told,32,4,40,0.8,0.0,0.0,0,0,0,86.2,22.2,752,-0.6,32.0,45.4,13.8
told,32,4,50,0.0,0.0,0.0,0,0,0,80.2,9.4,399,-5.7,42.8,69.9,13.5
told,32,4,60,0.0,0.0,0.0,0,0,0,77.4,9.4,334,-9.2,14.6,80.7,13.5
told,32,4,70,3.0,0.2,0.0,0,0,0,80.6,2.0,537,-5.9,24.9,71.9,14.8
told,32,4,80,4.2,2.2,2.2,53,71,92,84.8,31.0,473,-3.3,29.4,95.5,13.2
told,32,4,90,6.0,5.6,5.0,57,70,89,76.2,4.6,417,-1.9,36.8,123.1,13.9
told,32,4,99,7.0,4.2,3.4,33,44,56,86.4,40.8,607,+4.4,20.3,104.1,12.8
told,32,5,10,0.0,0.0,0.0,0,0,0,96.6,32.6,682,-0.6,29.3,36.1,12.4
told,32,5,20,0.6,0.0,0.0,0,0,0,92.8,16.8,744,-0.2,22.6,38.8,13.9
told,32,5,30,0.0,0.0,0.0,0,0,0,97.4,68.4,713,-2.6,11.2,23.4,13.9
told,32,5,40,0.8,0.2,0.0,0,0,0,97.4,69.2,795,-2.5,24.1,24.0,13.3
told,32,5,50,3.8,3.2,3.0,32,46,58,90.4,40.8,680,-3.5,27.2,83.0,13.3
told,32,5,60,7.2,4.0,3.2,23,33,39,92.0,64.0,776,-3.3,25.8,85.0,13.2
told,32,5,70,30.2,21.6,19.2,25,33,49,69.6,35.0,763,+3.6,23.7,321.9,11.2
told,32,5,80,38.4,31.0,28.8,21,26,37,57.8,24.6,584,+6.2,17.6,470.5,10.5
told,32,5,90,39.4,31.4,24.4,19,24,34,63.2,35.6,823,+3.7,16.9,428.4,10.2
told,32,5,99,47.6,36.0,32.8,23,29,43,47.2,18.8,566,+6.5,21.3,529.1,9.8
told,32,6,10,0.0,0.0,0.0,0,0,0,94.0,2.0,1065,-0.0,33.9,14.0,13.6
told,32,6,20,0.0,0.0,0.0,0,0,0,92.6,6.6,1090,-0.0,33.1,18.5,14.0
told,32,6,30,0.0,0.0,0.0,0,0,0,93.8,34.6,355,-0.2,44.6,47.7,13.2
told,32,6,40,0.0,0.0,0.0,0,0,0,84.6,2.2,506,-0.0,40.9,53.5,14.6
told,32,6,50,0.0,0.0,0.0,0,0,0,84.6,16.6,287,+0.5,55.9,73.0,13.1
told,32,6,60,0.0,0.0,0.0,0,0,0,85.2,14.4,313,+0.6,54.3,70.9,13.6
told,32,6,70,0.0,0.0,0.0,0,0,0,75.2,20.8,586,+1.3,40.0,92.9,12.4
told,32,6,80,0.0,0.0,0.0,0,0,0,78.4,23.4,728,+2.0,45.6,84.9,12.9
told,32,6,90,0.0,0.0,0.0,0,0,0,81.2,23.4,707,+2.5,28.9,83.4,12.5
told,32,6,99,0.0,0.0,0.0,0,0,0,70.4,9.6,330,+1.1,32.9,101.7,12.8
told,32,7,10,0.0,0.0,0.0,0,0,0,96.8,7.2,1203,-0.0,33.4,5.9,13.2
told,32,7,20,0.0,0.0,0.0,0,0,0,94.8,19.0,660,-0.2,53.9,34.1,12.9
told,32,7,30,0.0,0.0,0.0,0,0,0,89.0,4.6,1060,-0.5,39.8,21.2,14.8
told,32,7,40,0.0,0.0,0.0,0,0,0,83.2,7.6,324,-2.1,39.6,69.1,14.2
told,32,7,50,0.0,0.0,0.0,0,0,0,76.2,4.2,101,-1.7,50.9,84.4,14.0
told,32,7,60,0.0,0.0,0.0,0,0,0,72.0,6.8,250,-1.7,39.6,95.0,13.3
told,32,7,70,0.0,0.0,0.0,0,0,0,78.0,12.0,288,-3.7,46.6,77.3,14.3
told,32,7,80,0.0,0.0,0.0,0,0,0,75.2,9.4,277,-4.0,36.4,92.0,13.7
told,32,7,90,0.0,0.0,0.0,0,0,0,73.8,9.0,331,-0.8,42.1,95.7,13.9
told,32,7,99,5.4,2.6,1.4,40,73,85,78.6,11.6,489,-1.0,39.6,100.8,14.0
told,32,8,10,0.0,0.0,0.0,0,0,0,97.4,14.8,1027,-0.1,35.1,12.2,13.0
told,32,8,20,0.0,0.0,0.0,0,0,0,95.8,27.4,636,-0.4,47.9,36.9,13.0
told,32,8,30,0.0,0.0,0.0,0,0,0,96.4,27.6,758,-0.4,30.5,27.3,14.1
told,32,8,40,2.0,1.2,0.6,45,63,65,93.6,37.8,504,-2.4,18.9,51.1,13.5
told,32,8,50,2.2,2.0,1.4,61,72,94,89.6,10.0,726,-1.2,8.8,57.3,14.2
told,32,8,60,1.6,1.4,0.6,29,34,47,92.4,45.6,616,-4.6,18.2,52.3,13.0
told,32,8,70,15.2,10.0,6.6,24,29,43,80.8,24.4,736,-3.5,20.8,155.4,12.9
told,32,8,80,13.2,6.4,5.2,27,34,42,83.6,17.0,748,-0.6,21.6,127.6,12.8
told,32,8,90,31.0,20.6,16.0,23,27,35,69.4,27.6,815,+0.0,21.9,306.0,10.4
told,32,8,99,36.6,28.4,23.8,22,26,34,64.6,33.0,896,+4.2,24.4,403.0,9.8
told+journal,32,1,10,0.0,0.0,0.0,0,0,0,97.0,27.2,884,-0.6,33.1,10.0,14.1
told+journal,32,1,20,0.0,0.0,0.0,0,0,0,96.2,42.0,546,-0.3,30.9,36.9,13.9
told+journal,32,1,30,0.0,0.0,0.0,0,0,0,93.0,17.4,432,-0.1,22.1,60.1,14.2
told+journal,32,1,40,0.0,0.0,0.0,0,0,0,89.2,5.4,552,-0.9,41.5,49.4,13.9
told+journal,32,1,50,0.0,0.0,0.0,0,0,0,83.6,10.8,419,+0.1,58.2,70.5,14.0
told+journal,32,1,60,1.4,0.2,0.0,0,0,0,88.6,10.6,437,-0.4,58.7,59.7,14.3
told+journal,32,1,70,3.4,1.2,0.6,57,79,87,86.0,18.6,407,-0.1,56.7,77.5,14.0
told+journal,32,1,80,0.0,0.0,0.0,0,0,0,76.2,6.4,320,+0.9,21.5,89.7,13.6
told+journal,32,1,90,0.6,0.0,0.0,0,0,0,76.2,15.6,440,+0.9,27.6,105.9,13.0
told+journal,32,1,99,0.0,0.0,0.0,0,0,0,73.8,21.8,663,+1.7,20.4,104.1,12.6
told+journal,32,2,10,0.0,0.0,0.0,0,0,0,95.8,20.2,785,-0.6,70.0,25.7,13.9
told+journal,32,2,20,0.2,0.2,0.2,75,75,75,95.4,17.6,586,-0.4,46.4,42.5,13.6
told+journal,32,2,30,0.8,0.6,0.4,49,58,58,92.8,19.4,598,-0.8,46.4,51.6,13.9
told+journal,32,2,40,3.2,2.4,2.0,38,46,66,90.8,22.6,672,-1.4,40.4,66.5,13.8
told+journal,32,2,50,10.0,7.8,7.6,25,38,54,82.4,25.6,557,-0.8,39.4,148.7,13.8
told+journal,32,2,60,13.4,9.0,7.6,26,33,44,79.8,22.2,917,+0.2,54.0,154.0,13.3
told+journal,32,2,70,21.0,10.8,10.2,23,29,42,79.8,23.0,902,+2.0,45.4,211.2,12.1
told+journal,32,2,80,31.6,23.6,15.2,20,28,43,72.2,29.8,1133,+0.2,47.3,298.2,10.8
told+journal,32,2,90,25.8,16.2,12.4,23,27,34,75.6,34.6,1277,-3.2,56.9,239.9,11.4
told+journal,32,2,99,31.0,27.0,25.4,23,30,42,62.4,24.4,751,+7.5,36.3,408.9,10.2
told+journal,32,3,10,0.0,0.0,0.0,0,0,0,97.6,49.0,760,-0.6,34.0,20.6,13.6
told+journal,32,3,20,0.0,0.0,0.0,0,0,0,96.8,36.6,595,-1.3,39.8,23.5,13.0
told+journal,32,3,30,0.0,0.0,0.0,0,0,0,94.6,24.8,326,-0.6,40.3,54.1,13.5
told+journal,32,3,40,0.0,0.0,0.0,0,0,0,88.6,30.2,454,-2.0,39.7,53.4,13.2
told+journal,32,3,50,0.0,0.0,0.0,0,0,0,87.8,8.8,307,-3.0,50.5,70.3,14.1
told+journal,32,3,60,0.2,0.0,0.0,0,0,0,86.4,19.4,493,-2.9,32.5,52.9,13.7
told+journal,32,3,70,0.0,0.0,0.0,0,0,0,87.6,15.2,372,-1.7,46.6,72.3,14.0
told+journal,32,3,80,4.0,0.4,0.0,0,0,0,78.2,11.0,292,-1.1,52.0,92.8,13.2
told+journal,32,3,90,8.4,0.4,0.2,78,78,78,86.6,25.0,730,+3.0,20.7,80.7,13.2
told+journal,32,3,99,5.4,2.6,1.8,47,69,84,83.8,26.0,580,-1.1,16.2,96.0,13.4
told+journal,32,4,10,0.0,0.0,0.0,0,0,0,97.6,42.0,711,-1.2,31.3,22.7,13.6
told+journal,32,4,20,0.0,0.0,0.0,0,0,0,93.2,19.8,724,-7.5,25.9,39.8,13.4
told+journal,32,4,30,0.2,0.0,0.0,0,0,0,86.4,11.4,535,-1.8,29.6,58.2,13.9
told+journal,32,4,40,0.8,0.6,0.6,48,63,92,91.8,31.6,569,-0.3,32.3,54.4,14.2
told+journal,32,4,50,6.0,4.0,3.6,34,65,82,79.8,26.8,590,+6.2,14.2,109.9,13.6
told+journal,32,4,60,6.0,3.2,2.6,31,46,90,85.6,30.4,719,+2.6,20.5,80.1,14.1
told+journal,32,4,70,7.6,4.8,3.8,33,54,67,82.0,32.8,782,+3.7,18.7,110.4,13.6
told+journal,32,4,80,7.6,4.2,3.4,30,44,74,84.0,44.0,927,+5.2,9.5,109.6,12.7
told+journal,32,4,90,11.8,6.0,4.8,31,37,47,85.4,34.8,963,+2.3,7.6,117.5,11.9
told+journal,32,4,99,6.4,4.8,4.0,37,58,81,83.0,26.6,651,+2.1,16.5,117.6,13.1
told+journal,32,5,10,0.0,0.0,0.0,0,0,0,97.2,38.2,673,-0.4,32.6,29.9,13.1
told+journal,32,5,20,0.0,0.0,0.0,0,0,0,97.4,53.8,698,-1.1,41.7,22.3,13.3
told+journal,32,5,30,0.0,0.0,0.0,0,0,0,96.0,54.0,573,-0.9,44.0,40.5,13.1
told+journal,32,5,40,0.0,0.0,0.0,0,0,0,89.0,24.0,487,-0.4,25.6,59.1,13.7
told+journal,32,5,50,0.0,0.0,0.0,0,0,0,85.4,17.0,453,-1.6,40.6,63.9,14.3
told+journal,32,5,60,5.4,1.4,0.8,71,79,86,82.4,22.0,472,+0.7,43.7,98.9,14.2
told+journal,32,5,70,7.0,4.8,2.8,60,74,85,79.6,20.0,624,+1.4,38.2,115.0,13.1
told+journal,32,5,80,6.2,5.0,2.6,62,77,95,79.6,21.2,645,+0.8,37.8,103.2,13.6
told+journal,32,5,90,5.4,3.2,2.4,62,79,86,77.6,18.2,542,+1.3,27.0,112.3,13.4
told+journal,32,5,99,11.6,7.8,6.6,39,55,81,79.4,20.8,644,+8.7,32.6,154.7,12.9
told+journal,32,6,10,0.0,0.0,0.0,0,0,0,95.6,38.6,803,-0.4,33.4,26.8,14.7
told+journal,32,6,20,0.0,0.0,0.0,0,0,0,95.2,28.0,669,-2.6,35.6,31.5,14.0
told+journal,32,6,30,0.0,0.0,0.0,0,0,0,90.0,12.8,292,-0.0,25.7,65.8,14.0
told+journal,32,6,40,0.4,0.0,0.0,0,0,0,82.8,18.0,385,-2.9,27.1,76.8,13.5
told+journal,32,6,50,0.8,0.0,0.0,0,0,0,84.8,20.4,400,-2.5,34.7,80.0,12.9
told+journal,32,6,60,3.0,1.0,0.4,64,89,89,83.0,22.0,612,-0.2,42.3,82.9,13.2
told+journal,32,6,70,6.0,5.0,4.0,55,64,86,81.0,22.0,498,+0.7,30.3,131.9,14.0
told+journal,32,6,80,9.6,4.4,2.0,31,50,86,82.2,33.0,1430,-3.8,22.1,82.7,13.4
told+journal,32,6,90,8.6,4.8,1.8,36,49,77,83.2,26.8,1014,-0.8,17.7,98.0,13.4
told+journal,32,6,99,10.8,5.6,3.4,38,48,77,83.8,34.2,6568,-0.6,28.9,-172.3,12.7
told+journal,32,7,10,0.0,0.0,0.0,0,0,0,95.4,15.4,1089,-0.3,59.9,9.8,13.4
told+journal,32,7,20,0.0,0.0,0.0,0,0,0,90.8,10.4,615,-1.0,51.1,42.7,13.4
told+journal,32,7,30,0.0,0.0,0.0,0,0,0,90.8,9.6,675,-1.1,38.3,42.8,14.0
told+journal,32,7,40,1.2,0.6,0.6,73,82,82,95.2,44.4,683,-1.0,34.8,47.7,13.6
told+journal,32,7,50,1.8,1.0,1.0,37,54,60,89.0,14.6,753,-2.6,38.8,56.2,14.0
told+journal,32,7,60,14.8,12.6,12.0,25,32,44,75.8,23.0,778,+3.7,40.2,209.2,12.6
told+journal,32,7,70,31.2,23.6,22.6,23,29,40,63.8,25.8,1169,+7.0,45.7,358.0,10.9
told+journal,32,7,80,36.0,21.4,15.2,21,30,53,70.0,48.8,1404,+4.7,47.1,300.2,10.7
told+journal,32,7,90,28.8,15.0,13.2,23,32,44,72.4,39.2,1063,+1.8,37.0,254.7,11.2
told+journal,32,7,99,39.8,23.6,19.2,25,34,52,66.4,39.4,1368,+2.9,41.9,341.5,10.0
told+journal,32,8,10,0.0,0.0,0.0,0,0,0,91.2,18.0,891,-5.3,50.7,31.0,13.5
told+journal,32,8,20,0.0,0.0,0.0,0,0,0,92.2,38.0,501,-3.7,31.7,42.9,13.8
told+journal,32,8,30,1.2,0.2,0.0,0,0,0,94.6,21.6,658,-0.0,49.6,32.6,13.8
told+journal,32,8,40,1.0,0.6,0.2,53,53,53,96.8,48.2,579,-0.9,44.7,41.4,13.0
told+journal,32,8,50,6.8,5.4,5.4,45,61,85,83.2,24.4,490,+2.5,23.9,122.8,13.4
told+journal,32,8,60,15.2,11.2,8.6,36,43,61,75.8,19.6,607,-1.0,29.9,183.1,12.6
told+journal,32,8,70,10.2,8.4,6.2,39,59,84,81.2,21.2,839,+0.6,24.7,121.3,13.8
told+journal,32,8,80,12.6,6.2,5.0,29,39,67,80.4,33.6,737,+1.8,36.4,135.4,12.8
told+journal,32,8,90,18.0,8.8,7.6,21,28,38,84.6,49.4,811,+3.1,35.2,168.1,12.2
told+journal,32,8,99,30.8,21.4,18.6,20,24,33,70.2,44.0,969,+9.1,29.8,329.9,11.0
told+recall,32,1,10,0.0,0.0,0.0,0,0,0,97.2,9.8,1048,-0.1,44.4,9.6,12.7
told+recall,32,1,20,0.8,0.2,0.0,0,0,0,93.8,9.0,987,-0.7,42.4,20.1,14.4
told+recall,32,1,30,2.0,0.8,0.2,74,74,74,91.4,12.8,628,-1.8,45.1,48.5,14.0
told+recall,32,1,40,8.2,4.8,3.8,45,50,84,85.2,19.0,910,-1.6,31.5,80.3,13.9
told+recall,32,1,50,6.6,3.6,2.8,47,59,89,83.8,14.4,337,-2.8,26.3,96.0,14.2
told+recall,32,1,60,9.8,7.2,6.2,37,51,69,82.8,31.6,884,+0.0,27.6,126.5,12.1
told+recall,32,1,70,13.2,9.0,4.6,45,58,84,77.8,22.2,738,-2.1,25.0,125.5,13.2
told+recall,32,1,80,13.2,8.6,7.2,39,56,71,80.8,38.4,807,+1.1,25.6,151.3,12.0
told+recall,32,1,90,20.0,11.2,9.6,32,48,64,79.2,40.2,1075,+8.3,26.4,197.3,10.6
told+recall,32,1,99,13.8,10.4,10.0,29,49,69,76.4,41.0,1200,+7.4,22.7,163.7,11.9
told+recall,32,2,10,0.0,0.0,0.0,0,0,0,93.0,3.0,1069,-3.5,35.3,16.4,14.0
told+recall,32,2,20,0.0,0.0,0.0,0,0,0,83.2,1.6,710,-3.0,47.9,38.7,14.1
told+recall,32,2,30,0.0,0.0,0.0,0,0,0,88.0,25.6,355,-5.7,36.1,57.5,13.0
told+recall,32,2,40,1.4,0.8,0.6,76,93,95,84.4,15.6,481,-1.8,31.7,65.7,14.1
told+recall,32,2,50,3.8,1.2,1.0,60,71,89,84.4,14.4,595,-0.8,34.2,74.7,13.3
told+recall,32,2,60,9.2,5.6,3.6,39,55,70,75.2,20.2,871,+0.8,32.5,109.9,12.3
told+recall,32,2,70,16.6,14.2,8.4,29,39,60,75.4,31.4,630,+1.4,23.8,188.6,13.7
told+recall,32,2,80,25.8,21.4,17.2,25,31,41,68.8,42.2,815,+5.6,26.3,304.5,11.3
told+recall,32,2,90,38.6,33.4,26.4,20,28,40,62.8,39.2,805,+5.3,24.7,448.2,10.2
told+recall,32,2,99,40.8,34.0,28.4,21,31,47,57.4,33.6,907,+8.2,25.9,463.0,9.6
told+recall,32,3,10,0.0,0.0,0.0,0,0,0,95.6,12.0,705,-0.7,46.5,36.7,13.4
told+recall,32,3,20,1.0,0.0,0.0,0,0,0,87.8,17.6,461,-0.6,65.2,50.7,13.1
told+recall,32,3,30,0.4,0.0,0.0,0,0,0,95.4,52.8,609,+1.3,41.5,42.6,13.1
told+recall,32,3,40,2.4,1.6,1.4,30,48,53,92.4,47.0,564,+1.9,21.1,65.3,13.8
told+recall,32,3,50,5.0,3.8,3.2,33,43,79,89.0,46.4,720,+4.4,31.3,90.2,12.6
told+recall,32,3,60,11.2,8.8,5.8,25,30,49,87.0,49.4,787,+4.2,20.0,136.8,13.1
told+recall,32,3,70,18.6,16.2,14.0,24,32,45,73.0,36.4,640,+7.8,12.2,256.2,12.4
