hidden,trial,generation,prince,king,crowned,p10,median,p90,fell,mother,starved,nobles,read,fitness,rivals_crowned
16,7,225,0.0,0.0,0.0,0,0,0,77.6,2.2,325,-9.6,0.0,119.8,25.7
16,7,250,0.0,0.0,0.0,0,0,0,77.8,2.0,201,-9.9,0.0,127.2,26.5
16,7,275,0.0,0.0,0.0,0,0,0,80.4,1.6,234,-8.4,0.0,114.8,28.2
16,7,299,0.0,0.0,0.0,0,0,0,80.6,1.0,333,-9.1,0.0,114.5,26.6
16,8,25,0.0,0.0,0.0,0,0,0,99.6,10.0,1048,-0.8,71.6,31.2,26.3
16,8,50,1.6,0.0,0.0,0,0,0,98.2,32.8,702,-3.2,50.6,67.8,28.0
16,8,75,0.0,0.0,0.0,0,0,0,85.2,4.8,291,-9.1,0.6,104.5,29.5
16,8,100,0.0,0.0,0.0,0,0,0,78.0,2.8,138,-10.1,15.5,125.1,27.8
16,8,125,0.0,0.0,0.0,0,0,0,78.4,2.2,187,-10.1,2.1,125.5,28.6
16,8,150,0.0,0.0,0.0,0,0,0,75.2,2.0,146,-10.8,0.0,131.5,27.2
16,8,175,0.0,0.0,0.0,0,0,0,80.0,2.8,183,-9.7,0.9,124.1,28.6
16,8,200,0.0,0.0,0.0,0,0,0,79.6,1.2,190,-9.0,0.0,122.7,29.4
16,8,225,0.0,0.0,0.0,0,0,0,75.0,0.2,246,-9.9,0.0,126.1,27.6
16,8,250,0.0,0.0,0.0,0,0,0,74.4,0.6,335,-9.8,0.0,122.5,27.5
16,8,275,0.0,0.0,0.0,0,0,0,77.0,0.4,211,-9.9,0.0,128.2,27.7
16,8,299,0.0,0.0,0.0,0,0,0,74.8,0.8,274,-9.9,0.0,126.7,27.7
32,1,25,0.0,0.0,0.0,0,0,0,100.0,31.2,937,-2.4,31.0,35.2,26.5
32,1,50,1.8,0.8,0.2,37,37,37,99.6,49.4,741,-4.4,0.5,63.9,28.2
32,1,75,4.4,3.0,0.4,52,60,60,99.2,35.4,758,-4.0,1.9,77.3,28.2
32,1,100,12.0,7.4,4.4,61,67,73,94.2,20.8,929,-1.9,1.1,120.4,29.0
32,1,125,19.6,16.4,13.4,52,60,75,86.0,32.8,963,-0.7,0.0,220.1,26.7
32,1,150,27.4,21.2,17.2,61,70,86,68.6,16.8,1576,+4.9,0.0,224.9,24.0
32,1,175,19.2,12.2,8.0,62,73,86,70.4,15.2,1646,+1.1,35.6,133.9,23.2
32,1,200,22.0,19.2,16.4,58,69,84,73.6,15.8,1570,+4.7,0.0,205.2,24.5
32,1,225,21.4,17.4,14.2,59,66,86,75.2,19.4,1470,+2.5,0.0,204.0,23.5
32,1,250,32.4,22.8,15.6,62,72,89,67.2,13.6,1610,+4.7,0.0,209.0,23.4
32,1,275,29.0,18.8,13.4,67,74,89,64.0,10.6,1605,+3.9,0.0,184.8,22.8
32,1,299,26.2,18.4,14.4,62,71,84,70.6,14.0,1475,+2.8,0.0,196.4,24.6
32,2,25,0.0,0.0,0.0,0,0,0,99.8,2.0,1518,-1.3,54.4,0.4,25.3
32,2,50,1.6,0.2,0.0,0,0,0,99.4,44.8,646,-4.2,22.7,60.4,27.6
32,2,75,2.8,1.4,0.0,0,0,0,99.4,46.0,731,-3.4,21.5,65.4,28.8
32,2,100,11.4,9.0,5.8,47,57,68,93.2,30.0,594,-2.4,0.2,145.8,27.8
32,2,125,23.2,17.4,10.4,50,64,76,87.4,31.6,1342,-3.6,0.7,188.4,26.8
32,2,150,16.8,14.0,10.2,59,67,77,78.0,15.8,1508,-1.0,21.0,163.4,25.6
32,2,175,20.8,13.8,11.8,55,66,77,76.8,11.2,1499,+1.8,0.0,157.0,25.1
32,2,200,28.2,21.8,15.4,56,64,72,78.4,24.2,1467,+0.8,1.2,226.6,25.6
32,2,225,27.4,22.4,16.4,61,70,82,65.0,13.4,1626,+3.1,0.9,210.4,23.4
32,2,250,32.4,21.8,16.4,59,68,84,76.8,21.8,1431,+1.2,0.0,233.1,24.2
32,2,275,29.8,20.4,16.2,60,69,90,66.0,13.8,1462,+2.6,0.0,224.9,22.7
32,2,299,29.6,22.4,15.8,58,70,84,61.8,10.4,1591,+3.2,0.0,211.5,22.4
32,3,25,0.0,0.0,0.0,0,0,0,98.8,16.6,1142,-2.3,34.6,27.3,28.6
32,3,50,2.6,0.2,0.0,0,0,0,98.8,17.0,653,-1.8,60.5,57.4,29.1
32,3,75,3.4,2.4,1.2,62,66,74,98.8,46.0,765,-3.9,1.5,74.9,29.5
32,3,100,8.2,6.2,4.8,41,59,67,95.2,37.4,542,-2.7,1.5,130.3,28.5
32,3,125,10.2,8.4,6.8,53,62,68,92.8,36.8,806,-2.4,0.1,146.3,27.4
32,3,150,17.4,12.8,8.6,41,54,73,91.4,49.2,966,-3.2,0.0,181.0,25.7
32,3,175,21.4,13.0,6.2,54,62,75,82.6,29.6,1520,-3.0,0.0,146.3,25.3
32,3,200,22.2,16.2,9.8,57,65,82,82.0,28.2,1843,+0.1,0.0,157.6,23.4
32,3,225,29.0,21.8,15.6,56,64,77,73.2,19.4,1518,+1.8,0.0,221.5,24.4
32,3,250,30.0,19.0,14.4,55,64,78,73.4,24.2,1625,+2.8,0.0,214.5,23.7
32,3,275,28.8,21.4,16.2,61,70,85,63.0,10.8,1522,+2.5,0.1,214.5,23.6
32,3,299,31.0,21.6,17.8,60,69,82,65.2,13.6,1574,+2.7,1.4,226.5,23.7
32,4,25,0.0,0.0,0.0,0,0,0,100.0,11.2,1064,-0.8,26.7,33.7,28.3
32,4,50,0.4,0.2,0.0,0,0,0,99.6,39.0,526,-2.7,50.8,63.8,28.0
32,4,75,5.4,2.2,0.4,66,68,68,99.0,41.8,715,-3.9,32.0,81.1,29.4
32,4,100,9.4,3.4,0.6,50,55,62,98.8,50.8,836,-5.2,1.6,90.0,29.2
32,4,125,15.0,9.4,4.0,60,66,73,90.6,28.6,1417,-5.8,2.9,116.3,28.4
32,4,150,16.2,10.8,5.6,56,66,80,85.4,26.8,1825,-2.2,0.0,112.5,26.8
32,4,175,23.6,18.8,11.2,59,65,76,80.8,23.4,1551,+0.1,0.1,179.1,25.9
32,4,200,20.4,12.6,6.8,56,65,75,78.4,27.4,1733,-1.0,0.0,134.2,23.6
32,4,225,16.4,9.8,6.4,63,72,98,72.6,19.2,1694,+1.2,1.0,109.4,23.8
32,4,250,30.8,22.4,16.2,55,62,79,76.4,21.8,1480,+2.9,0.2,237.4,23.7
32,4,275,31.2,17.2,14.6,56,66,82,70.6,17.0,1509,+2.9,0.0,210.0,23.8
32,4,299,29.2,20.4,18.4,57,68,78,67.2,14.2,1397,+4.3,0.0,248.5,23.3
32,5,25,0.0,0.0,0.0,0,0,0,99.8,12.6,1221,-0.6,84.6,18.2,27.5
32,5,50,0.2,0.0,0.0,0,0,0,98.6,6.8,709,-0.7,54.8,54.0,30.2
32,5,75,0.0,0.0,0.0,0,0,0,84.4,6.6,167,-8.4,20.6,108.4,28.9
32,5,100,0.0,0.0,0.0,0,0,0,84.0,5.4,69,-8.9,2.9,116.6,30.3
32,5,125,0.0,0.0,0.0,0,0,0,82.6,2.6,40,-9.9,11.6,125.7,29.7
32,5,150,0.0,0.0,0.0,0,0,0,84.6,2.8,67,-8.1,0.0,121.2,29.2
32,5,175,0.0,0.0,0.0,0,0,0,82.2,4.2,125,-9.7,0.1,129.5,29.4
32,5,200,0.0,0.0,0.0,0,0,0,81.8,0.8,278,-9.2,0.0,118.6,29.1
32,5,225,0.0,0.0,0.0,0,0,0,81.6,2.8,253,-10.0,0.0,124.9,27.5
32,5,250,0.0,0.0,0.0,0,0,0,80.2,1.2,223,-9.3,0.0,128.2,28.9
32,5,275,0.0,0.0,0.0,0,0,0,78.8,2.0,241,-9.2,0.0,128.6,27.6
32,5,299,0.0,0.0,0.0,0,0,0,76.2,0.2,219,-9.9,0.0,133.4,27.4
32,6,25,0.0,0.0,0.0,0,0,0,99.6,14.6,840,-4.4,47.6,43.6,27.2
32,6,50,0.0,0.0,0.0,0,0,0,98.2,13.6,624,-1.8,33.7,70.5,29.0
32,6,75,0.0,0.0,0.0,0,0,0,83.6,2.0,273,-9.2,40.2,106.7,29.1
32,6,100,0.0,0.0,0.0,0,0,0,79.6,2.6,72,-8.7,7.3,120.6,28.7
32,6,125,0.0,0.0,0.0,0,0,0,79.8,2.4,122,-9.2,0.1,122.3,28.2
32,6,150,0.0,0.0,0.0,0,0,0,81.4,3.6,187,-9.3,0.0,124.4,30.3
32,6,175,0.0,0.0,0.0,0,0,0,81.2,3.6,147,-9.6,0.0,126.4,28.7
32,6,200,0.0,0.0,0.0,0,0,0,80.2,4.4,83,-9.3,0.0,124.7,28.9
32,6,225,0.0,0.0,0.0,0,0,0,79.6,2.0,217,-9.1,2.5,122.5,28.8
32,6,250,0.0,0.0,0.0,0,0,0,81.0,4.0,286,-9.5,0.0,124.6,27.5
32,6,275,0.0,0.0,0.0,0,0,0,80.4,1.6,240,-9.3,0.0,124.2,30.0
32,6,299,0.0,0.0,0.0,0,0,0,81.2,0.4,253,-9.8,0.0,122.2,28.4
32,7,25,0.0,0.0,0.0,0,0,0,100.0,8.8,1283,-3.3,42.0,24.0,27.3
32,7,50,0.0,0.0,0.0,0,0,0,98.8,40.8,535,-3.3,38.3,64.1,29.4
32,7,75,4.2,2.8,2.0,49,66,91,97.4,34.6,522,-2.6,0.6,98.8,29.4
32,7,100,5.8,4.4,2.4,46,60,66,97.6,44.0,704,-3.7,2.1,96.1,28.8
32,7,125,8.4,4.8,1.6,45,60,73,97.8,48.6,866,-4.9,0.0,96.2,28.2
32,7,150,17.8,12.8,8.0,57,66,73,86.6,25.2,1385,-1.4,0.6,153.1,27.0
32,7,175,26.8,19.6,13.2,66,73,83,72.8,21.0,1554,+1.2,0.0,196.0,23.7
32,7,200,26.6,20.2,17.0,63,72,85,68.6,14.0,1494,+2.8,0.0,216.4,23.8
32,7,225,28.4,21.0,19.0,64,74,85,66.8,10.4,1467,+2.9,0.3,229.2,24.0
32,7,250,33.0,25.0,20.8,61,70,82,68.6,20.6,1565,+3.4,1.9,267.2,23.1
32,7,275,31.6,21.6,17.8,64,72,84,69.2,19.8,1552,+2.2,0.0,236.6,21.9
32,7,299,36.4,25.4,22.8,59,68,83,67.0,18.4,1462,+3.3,0.0,292.9,22.4
32,8,25,0.0,0.0,0.0,0,0,0,99.2,30.8,827,-2.3,50.0,41.2,26.7
32,8,50,1.2,0.4,0.2,68,68,68,99.2,34.6,504,-2.4,56.5,67.8,29.5
32,8,75,1.8,0.6,0.2,69,69,69,99.8,39.4,589,-3.3,25.4,69.3,29.4
32,8,100,6.4,3.6,2.6,59,66,80,97.2,38.0,573,-3.3,1.9,104.3,30.2
32,8,125,13.0,8.8,4.4,53,64,70,95.4,42.4,923,-3.9,0.8,137.7,27.8
32,8,150,21.8,16.8,11.4,63,69,85,75.6,19.2,1541,-0.2,0.0,178.2,24.1
32,8,175,22.4,14.8,11.8,54,65,81,80.2,21.8,1430,+1.2,0.0,182.9,24.8
32,8,200,26.0,18.8,16.8,62,71,85,64.6,7.2,1438,+3.8,0.1,214.2,23.5
32,8,225,23.0,18.4,14.6,58,68,88,72.8,15.2,1347,+3.2,0.0,207.6,24.3
32,8,250,25.8,19.0,16.8,63,73,89,64.4,11.2,1422,+3.9,1.2,217.0,23.5
32,8,275,23.4,17.8,14.8,68,76,87,63.8,6.6,1556,+2.2,0.1,186.6,23.5
32,8,299,37.2,26.4,20.0,61,71,85,69.0,20.4,1568,+3.5,0.0,264.0,23.3
64,1,25,0.0,0.0,0.0,0,0,0,100.0,11.2,1106,-0.8,36.5,22.0,28.0
64,1,50,0.0,0.0,0.0,0,0,0,99.6,30.8,755,-3.5,51.2,51.6,28.0
64,1,75,1.6,0.6,0.4,71,80,80,98.8,48.0,630,-2.6,45.8,63.9,28.0
64,1,100,7.8,3.2,0.4,49,58,58,99.2,32.4,994,-4.5,6.2,73.8,28.8
64,1,125,12.2,6.8,4.0,49,59,73,94.8,31.8,883,-3.6,0.9,117.7,27.8
64,1,150,15.0,8.0,4.4,53,65,71,95.6,56.6,1012,-4.8,0.0,129.7,27.1
64,1,175,20.4,16.2,11.8,58,65,76,75.8,17.6,1520,+0.2,21.6,179.2,24.6
64,1,200,23.6,18.4,15.4,59,71,80,69.0,12.4,1483,+1.6,0.0,204.9,24.2
64,1,225,29.8,18.8,14.8,59,66,76,75.2,20.2,1544,+0.8,0.6,218.5,24.4
64,1,250,32.0,23.0,20.0,56,63,74,68.6,18.0,1366,+3.4,0.0,273.1,23.9
64,1,275,30.8,23.6,20.4,57,66,79,64.2,17.0,1337,+3.5,0.0,277.4,23.4
64,1,299,28.8,19.0,16.4,64,72,84,58.2,10.8,1554,+3.2,0.0,221.4,21.3
64,2,25,0.0,0.0,0.0,0,0,0,100.0,34.4,951,-1.4,31.2,35.9,27.6
64,2,50,0.4,0.0,0.0,0,0,0,98.2,22.4,566,-2.4,70.6,53.5,28.2
64,2,75,5.6,2.8,0.2,64,64,64,98.2,30.6,682,-3.6,31.0,80.7,29.2
64,2,100,6.8,3.8,2.4,46,61,71,97.6,43.6,605,-3.5,0.3,98.2,28.8
64,2,125,11.4,5.6,2.8,53,64,74,96.8,43.2,934,-4.2,2.9,109.7,29.2
64,2,150,14.6,12.0,7.0,53,62,68,89.8,26.6,1395,-1.4,13.3,140.3,25.4
64,2,175,17.2,11.4,7.6,58,67,80,73.0,14.8,1722,-0.0,0.0,126.4,23.4
64,2,200,28.2,21.0,15.4,55,63,74,79.2,27.0,1398,+1.3,0.0,233.8,24.1
64,2,225,30.4,21.4,17.6,58,68,80,70.0,17.0,1525,+2.6,0.0,229.0,23.0
64,2,250,33.4,21.0,17.2,58,68,79,69.8,17.0,1515,+2.5,0.0,236.1,21.9
64,2,275,29.4,18.8,15.0,58,66,79,78.6,20.0,1473,+2.2,0.0,211.0,24.0
64,2,299,29.4,22.0,18.6,61,71,85,74.8,17.4,1563,+3.5,0.0,229.7,23.8
64,3,25,0.0,0.0,0.0,0,0,0,100.0,12.4,897,-0.5,51.5,34.0,28.1
64,3,50,0.6,0.2,0.0,0,0,0,100.0,45.6,685,-3.1,49.3,43.7,27.9
64,3,75,0.0,0.0,0.0,0,0,0,86.6,10.6,263,-8.5,33.9,101.4,29.7
64,3,100,0.0,0.0,0.0,0,0,0,87.0,8.8,183,-9.1,36.9,105.2,29.0
64,3,125,0.0,0.0,0.0,0,0,0,84.6,6.2,115,-8.5,27.7,112.8,30.0
64,3,150,0.0,0.0,0.0,0,0,0,84.4,6.2,168,-8.9,2.2,118.4,29.8
64,3,175,0.0,0.0,0.0,0,0,0,82.0,5.8,93,-9.9,6.8,130.1,28.6
64,3,200,0.0,0.0,0.0,0,0,0,76.4,1.2,152,-9.4,1.8,129.3,28.8
64,3,225,0.0,0.0,0.0,0,0,0,79.0,4.0,121,-10.5,2.6,131.5,29.0
64,3,250,0.0,0.0,0.0,0,0,0,82.2,2.2,193,-9.4,9.7,125.0,29.4
64,3,275,0.0,0.0,0.0,0,0,0,76.6,6.4,167,-10.6,0.5,136.1,28.8
64,3,299,0.0,0.0,0.0,0,0,0,76.0,1.2,213,-10.5,0.0,136.4,26.4
64,4,25,0.0,0.0,0.0,0,0,0,100.0,37.0,980,-1.0,66.5,20.9,25.6
64,4,50,0.0,0.0,0.0,0,0,0,99.2,32.6,506,-2.6,50.3,60.9,29.3
64,4,75,0.0,0.0,0.0,0,0,0,91.2,14.8,315,-7.8,38.3,88.7,29.0
64,4,100,0.0,0.0,0.0,0,0,0,85.2,8.0,187,-9.6,1.5,111.6,29.2
64,4,125,0.0,0.0,0.0,0,0,0,82.4,1.6,387,-9.5,1.5,108.1,27.6
64,4,150,0.0,0.0,0.0,0,0,0,82.0,4.8,116,-10.0,6.6,122.8,28.8
64,4,175,0.0,0.0,0.0,0,0,0,81.6,3.4,90,-9.7,7.0,126.4,29.7
64,4,200,0.0,0.0,0.0,0,0,0,76.0,1.2,246,-10.1,4.3,123.7,29.1
64,4,225,0.0,0.0,0.0,0,0,0,82.6,5.8,93,-10.3,8.3,129.7,28.6
64,4,250,0.0,0.0,0.0,0,0,0,80.0,4.4,124,-10.3,13.2,132.9,27.4
64,4,275,0.0,0.0,0.0,0,0,0,79.2,5.6,161,-10.3,0.0,128.9,27.3
64,4,299,0.0,0.0,0.0,0,0,0,78.0,1.6,141,-10.1,7.0,131.4,25.9
64,5,25,0.0,0.0,0.0,0,0,0,100.0,36.2,688,-1.7,38.7,44.3,28.1
64,5,50,0.0,0.0,0.0,0,0,0,100.0,40.6,601,-2.8,24.0,51.5,28.4
64,5,75,0.0,0.0,0.0,0,0,0,84.6,4.0,238,-9.4,0.3,109.3,28.8
64,5,100,0.0,0.0,0.0,0,0,0,82.4,5.6,87,-8.9,10.3,116.0,29.3
64,5,125,0.0,0.0,0.0,0,0,0,84.0,8.2,104,-9.8,41.7,118.9,29.7
64,5,150,0.0,0.0,0.0,0,0,0,76.0,4.0,69,-10.1,25.2,133.3,29.3
64,5,175,0.0,0.0,0.0,0,0,0,83.0,0.8,52,-9.0,3.6,124.2,29.9
64,5,200,0.0,0.0,0.0,0,0,0,78.8,2.4,112,-9.2,0.3,125.4,29.9
64,5,225,0.0,0.0,0.0,0,0,0,79.0,3.4,142,-10.1,16.4,132.0,29.0
64,5,250,0.0,0.0,0.0,0,0,0,76.8,0.2,186,-9.7,7.4,130.5,27.4
64,5,275,0.0,0.0,0.0,0,0,0,78.0,1.6,88,-10.0,0.6,136.2,29.0
64,5,299,0.0,0.0,0.0,0,0,0,82.0,1.2,182,-8.7,0.0,121.4,28.5
64,6,25,0.0,0.0,0.0,0,0,0,99.6,7.4,1372,-0.9,60.5,7.6,27.4
64,6,50,1.4,0.0,0.0,0,0,0,98.8,31.2,681,-2.2,51.8,58.1,28.3
64,6,75,0.2,0.0,0.0,0,0,0,99.6,43.6,634,-1.8,47.9,58.2,27.5
64,6,100,7.8,5.6,3.4,48,61,69,96.4,35.6,607,-2.8,3.2,108.1,27.6
64,6,125,10.8,8.6,7.0,38,58,68,92.8,23.4,584,-1.5,1.2,150.1,28.3
64,6,150,15.2,10.2,6.2,58,68,75,93.6,35.2,782,-2.6,0.0,141.7,27.9
64,6,175,24.8,13.4,5.2,57,63,74,94.0,46.2,1380,-5.9,0.0,149.0,27.9
64,6,200,25.2,16.0,11.8,55,61,74,85.0,29.4,1485,-0.3,12.4,190.1,26.0
64,6,225,29.0,22.0,14.8,56,63,73,83.2,40.6,1397,-0.4,0.1,242.2,24.8
64,6,250,25.2,18.8,12.2,59,67,77,76.8,21.6,1632,+1.9,0.0,179.6,24.7
64,6,275,21.0,16.0,11.6,63,74,93,67.8,12.0,1631,+1.6,0.2,157.6,22.8
64,6,299,26.4,17.6,11.0,58,67,77,77.6,23.2,1618,+1.9,0.0,178.7,24.3
64,7,25,0.0,0.0,0.0,0,0,0,100.0,16.2,964,-2.7,60.8,32.8,28.3
64,7,50,1.8,0.0,0.0,0,0,0,99.6,35.0,775,-4.2,30.0,61.3,28.5
64,7,75,0.4,0.2,0.0,0,0,0,100.0,31.4,496,-1.2,35.7,64.0,28.2
64,7,100,9.2,5.4,2.6,50,57,66,97.0,32.4,804,-4.1,25.2,97.0,27.1
64,7,125,13.0,9.0,4.4,39,48,60,95.6,23.8,676,-2.6,0.1,136.2,29.4
64,7,150,26.0,19.2,12.2,50,56,65,87.6,36.6,1150,-0.2,0.4,218.3,26.4
64,7,175,16.0,12.4,8.0,56,63,83,82.6,25.6,2005,-0.1,1.4,123.0,25.4
64,7,200,24.2,19.0,14.8,55,62,73,79.0,22.4,1484,+2.0,0.6,214.3,23.9
64,7,225,23.6,17.6,12.8,59,69,90,73.2,18.8,1732,+4.4,0.0,172.0,22.6
64,7,250,28.6,19.4,13.2,55,65,79,78.6,23.2,1495,+2.0,0.0,205.5,25.7
64,7,275,23.8,18.4,15.0,53,63,79,78.4,19.8,1499,+2.7,0.0,206.1,23.3
64,7,299,27.2,21.2,16.2,63,70,86,72.8,15.4,1609,+3.9,0.0,207.5,22.7
64,8,25,0.0,0.0,0.0,0,0,0,100.0,9.2,1296,-0.3,40.9,20.7,27.9
64,8,50,0.0,0.0,0.0,0,0,0,100.0,24.0,761,-4.9,34.0,59.6,28.6
64,8,75,1.8,1.2,0.8,67,71,83,98.6,37.4,625,-2.9,17.3,70.6,28.4
64,8,100,3.6,2.6,1.6,41,60,90,97.4,37.6,710,-3.8,15.6,84.7,29.1
64,8,125,13.6,8.8,5.6,43,58,68,94.2,33.8,693,-3.6,0.5,142.5,27.3
64,8,150,23.4,16.4,12.0,41,51,64,87.8,34.4,794,-0.6,0.1,223.9,26.8
64,8,175,26.4,16.0,5.8,48,61,69,92.0,37.6,1508,-4.9,0.4,157.5,28.6
64,8,200,27.2,19.8,13.0,52,58,66,84.2,34.0,1427,-0.5,0.0,215.2,25.8
64,8,225,22.8,17.0,12.6,57,67,81,75.8,16.6,1626,+1.1,0.0,168.4,25.5
64,8,250,28.4,18.6,14.0,57,65,76,72.0,20.6,1649,+2.6,0.0,195.6,23.3
64,8,275,28.6,20.0,15.6,55,62,71,76.6,24.0,1422,+1.2,0.1,230.1,24.8
64,8,299,25.2,18.6,15.4,59,66,78,73.6,16.4,1432,+3.2,30.3,207.0,25.0
128,1,25,0.0,0.0,0.0,0,0,0,100.0,15.6,1255,-0.2,73.2,9.8,28.3
128,1,50,0.0,0.0,0.0,0,0,0,99.6,45.0,597,-2.6,36.3,53.0,27.7
128,1,75,2.8,1.8,0.6,65,69,83,99.0,28.0,897,-1.7,3.9,65.7,29.9
128,1,100,2.2,2.0,1.0,28,56,63,98.8,39.6,686,-3.7,22.9,77.0,27.8
128,1,125,8.4,6.0,4.0,42,54,70,95.6,40.8,736,-3.4,23.1,116.8,28.4
128,1,150,19.4,14.8,9.8,45,60,69,89.6,32.4,935,-1.4,1.7,187.5,28.4
128,1,175,23.4,17.2,11.0,57,65,75,77.8,27.8,1708,-1.6,3.0,180.5,25.0
128,1,200,25.2,19.0,13.6,55,63,73,81.4,25.8,1609,+1.3,0.0,196.9,25.0
128,1,225,23.2,18.4,14.0,58,68,80,75.8,16.8,1549,+1.3,0.6,197.2,26.0
128,1,250,29.8,20.2,14.6,60,69,85,74.0,20.6,1455,+2.7,0.4,218.5,23.4
128,1,275,29.2,21.4,17.6,61,69,85,68.8,14.4,1456,+3.3,1.8,230.3,22.0
128,1,299,29.6,20.4,16.2,57,66,79,75.6,18.8,1343,+2.8,0.0,227.6,24.7
128,2,25,0.0,0.0,0.0,0,0,0,100.0,11.0,1187,-1.1,45.8,20.2,26.7
128,2,50,0.0,0.0,0.0,0,0,0,100.0,9.6,1078,-7.0,14.5,40.8,27.8
128,2,75,0.8,0.2,0.0,0,0,0,98.8,45.2,638,-2.3,38.4,54.8,28.6
128,2,100,4.6,2.4,1.8,45,53,62,98.2,50.4,744,-4.5,5.8,90.6,28.0
128,2,125,11.0,7.6,4.6,47,57,74,95.2,30.2,1302,-3.7,0.6,110.7,28.3
128,2,150,16.4,11.6,4.4,55,66,72,89.4,29.0,1804,-3.6,4.9,107.4,26.8
128,2,175,9.6,5.2,4.2,60,68,94,82.2,25.0,1744,-0.3,0.6,78.2,23.9
128,2,200,18.0,11.8,7.6,62,71,94,74.6,21.0,1650,+0.7,0.2,118.2,23.6
128,2,225,21.2,15.4,9.2,65,73,93,74.4,28.4,1676,+2.7,0.0,134.2,23.8
128,2,250,27.4,23.6,16.6,70,81,97,74.8,22.2,1752,+5.7,0.0,184.6,24.0
128,2,275,16.6,14.0,9.8,68,80,95,81.2,26.2,1818,+5.2,0.0,126.2,24.8
128,2,299,32.8,23.6,19.6,65,80,96,73.0,17.0,1688,+9.9,0.0,218.8,25.3
128,3,25,0.0,0.0,0.0,0,0,0,100.0,6.2,1266,-0.1,73.4,6.6,26.7
128,3,50,0.0,0.0,0.0,0,0,0,99.4,18.6,730,-1.5,25.2,47.7,28.4
128,3,75,0.6,0.0,0.0,0,0,0,99.4,43.4,655,-3.2,31.3,58.6,27.9
128,3,100,5.0,3.2,1.6,45,66,80,98.0,19.0,993,-2.6,6.0,73.8,28.8
128,3,125,9.0,6.2,3.6,41,62,73,96.2,42.6,802,-3.8,2.1,113.3,26.9
128,3,150,26.6,20.8,9.4,59,68,78,79.0,26.2,1660,-3.7,0.0,182.7,26.7
128,3,175,9.0,6.2,4.8,63,70,75,78.0,17.8,1805,-0.4,0.2,83.1,25.6
128,3,200,26.2,20.4,15.4,54,67,76,77.2,22.0,1529,+0.1,0.2,222.0,24.8
128,3,225,27.4,22.4,20.0,58,67,83,70.0,15.2,1344,+3.9,0.8,256.7,24.5
128,3,250,30.0,24.4,18.0,59,68,84,72.4,19.8,1581,+3.8,0.1,243.6,24.2
128,3,275,21.0,16.6,14.0,62,75,88,67.0,11.2,1605,+5.2,0.4,185.5,22.8
128,3,299,21.6,17.2,13.8,60,70,88,77.8,18.8,1623,+4.0,0.3,181.2,24.1
128,4,25,0.0,0.0,0.0,0,0,0,100.0,36.8,796,-2.0,37.4,43.2,26.9
128,4,50,0.0,0.0,0.0,0,0,0,99.4,28.6,925,-1.9,57.7,34.5,28.6
128,4,75,1.2,0.6,0.0,0,0,0,100.0,50.0,705,-3.4,2.8,49.8,28.1
128,4,100,2.4,1.6,0.0,0,0,0,99.6,40.8,675,-4.3,27.2,59.6,28.4
128,4,125,4.8,2.6,1.0,47,54,63,99.0,40.0,665,-4.2,5.4,74.5,27.8
128,4,150,9.2,7.6,5.0,38,52,68,94.8,37.2,669,-3.6,1.6,125.3,26.9
128,4,175,10.8,8.2,6.4,33,43,60,93.6,38.2,705,-4.4,0.0,146.4,26.6
128,4,200,14.4,11.2,9.8,31,45,59,90.0,39.6,656,-1.8,0.1,188.1,27.0
128,4,225,18.0,13.4,10.2,31,38,56,89.8,42.8,757,-3.6,0.0,201.1,23.3
128,4,250,24.0,17.4,12.0,32,39,63,87.8,42.2,917,-3.0,0.1,226.2,25.4
128,4,275,29.8,22.6,17.2,29,38,56,82.4,39.2,750,-1.4,0.0,305.0,26.2
128,4,299,29.8,21.8,15.8,29,39,61,84.0,44.0,856,-0.3,0.0,284.3,25.0
128,5,25,0.0,0.0,0.0,0,0,0,100.0,41.2,686,-0.3,41.4,40.2,26.6
128,5,50,0.0,0.0,0.0,0,0,0,99.8,31.4,812,-3.7,30.3,49.8,27.8
128,5,75,1.6,0.8,0.4,66,72,72,99.6,40.6,589,-2.6,31.2,65.0,29.7
128,5,100,0.2,0.0,0.0,0,0,0,100.0,40.2,951,-4.1,16.3,47.7,28.8
128,5,125,10.6,6.2,3.8,31,43,54,96.2,35.4,957,-2.9,6.6,115.3,29.3
128,5,150,26.0,19.6,13.8,30,38,46,86.2,36.4,1078,-0.7,1.1,252.5,25.6
128,5,175,29.4,24.2,18.0,23,34,44,82.0,36.8,897,-0.3,0.1,312.3,23.8
128,5,200,30.6,25.8,21.0,27,34,44,79.0,33.4,762,+3.0,2.2,348.5,24.3
128,5,225,37.6,33.0,27.6,25,32,45,72.4,30.8,703,+2.3,0.0,447.2,23.9
128,5,250,35.0,29.2,21.4,23,29,36,78.6,37.0,874,-0.0,0.1,369.7,22.8
128,5,275,38.4,33.0,27.2,22,29,36,72.8,28.6,712,+2.0,2.3,444.1,23.4
128,5,299,39.6,32.4,26.0,21,27,34,74.0,35.0,763,+0.8,0.0,436.2,22.9
128,6,25,0.0,0.0,0.0,0,0,0,100.0,4.4,1358,-1.0,58.4,17.3,26.9
128,6,50,0.2,0.0,0.0,0,0,0,100.0,20.8,1038,-3.2,33.0,41.3,28.1
128,6,75,2.8,0.4,0.0,0,0,0,99.8,39.8,771,-3.7,34.0,61.6,27.8
